Name,CodigoProvincia,CCAA,Population,TotalCensus,AbstentionPtge,AbstencionAlta,Izda_Pct,Dcha_Pct,Otros_Pct,Izquierda,Derecha,Age_0-4_Ptge,Age_under19_Ptge,Age_19_65_pct,Age_over65_pct,WomanPopulationPtge,ForeignersPtge,SameComAutonPtge,SameComAutonDiffProvPtge,DifComAutonPtge,UnemployLess25_Ptge,Unemploy25_40_Ptge,UnemployMore40_Ptge,AgricultureUnemploymentPtge,IndustryUnemploymentPtge,ConstructionUnemploymentPtge,ServicesUnemploymentPtge,totalEmpresas,Industria,Construccion,ComercTTEHosteleria,Servicios,ActividadPpal,inmuebles,Pob2010,SUPERFICIE,Densidad,PobChange_pct,PersonasInmueble,Explotaciones
Herguijuela,10,Extremadura,336,292,19.178,0,58.051,40.254,0.847,1,0,0.298,9.821,53.275,36.904,49.107,2.08,90.476,1.19,6.548,2.703,21.622,75.676,13.514,2.703,13.514,70.27,16,0,0,0,0,Otro,511,379,4196.5086,MuyBaja,-11.35,0.66,84
Hernán-Pérez,10,Extremadura,485,398,20.352,0,66.246,29.968,0.946,1,0,2.268,16.495,54.638,28.866,49.897,0.83,81.237,0,16.701,13.953,41.86,44.186,18.605,2.326,13.953,58.14,20,0,0,0,0,Otro,368,515,3575.9342,MuyBaja,-5.83,1.32,136
Herrera de Alcántara,10,Extremadura,270,234,16.239,0,66.836,31.633,1.02,1,0,4.444,11.481,55.556,32.963,49.259,2.96,84.815,2.963,9.63,0,70.588,29.412,35.294,0,11.765,52.941,12,0,0,0,0,Otro,,277,12161.0194,MuyBaja,-2.53,,58
Herreruela,10,Extremadura,375,338,23.373,0,50.965,44.402,1.158,1,0,1.867,11.201,60.801,28,49.6,0,94.4,0.533,5.333,10,45,45,15,40,15,30,12,0,0,0,0,Otro,342,378,11372.3144,MuyBaja,-0.79,1.1,35
Hervás,10,Extremadura,4194,3408,28.404,0,57.336,39.263,0.902,1,0,3.958,18.527,59.894,21.579,50.548,2.77,75.107,1.144,20.148,8.216,36.62,55.164,3.991,9.155,9.155,73.005,305,41,34,144,86,ComercTTEHosteleria,"3,121","4,156",5977.9176,MuyBaja,0.91,1.34,148
Higuera,10,Extremadura,114,101,25.743,0,48,50.667,0,0,1,0.877,4.385,59.65,35.964,40.351,2.63,78.947,0.877,19.298,14.286,71.429,14.286,0,0,14.286,71.429,0,0,0,0,0,Otro,129,94,4053.5026,MuyBaja,21.28,0.88,23
Hinojal,10,Extremadura,417,378,23.545,0,43.253,54.671,1.038,0,1,1.199,9.832,47.722,42.446,49.64,0.96,84.412,2.638,14.628,11.765,41.176,47.059,2.941,11.765,11.765,67.647,19,0,0,0,0,Otro,644,448,6345.3057,MuyBaja,-6.92,0.65,53
Holguera,10,Extremadura,692,583,35.163,1,55.026,43.386,0,1,0,3.179,15.751,55.49,28.757,50.289,0.72,90.462,0.289,7.37,20,48,32,18,4,10,58,35,0,0,0,0,Otro,537,765,3719.3839,MuyBaja,-9.54,1.29,106
Hoyos,10,Extremadura,934,799,27.66,0,62.976,34.775,0.865,1,0,2.784,15.739,61.027,23.234,50.642,2.78,78.908,0.964,17.131,13.333,36.667,50,8.333,6.667,14.167,65,44,0,0,0,0,Otro,"1,111",981,1509.4642,MuyBaja,-4.79,0.84,68
Huélaga,10,Extremadura,220,185,21.622,0,50.345,44.138,2.069,1,0,4.545,17.727,59.092,23.182,49.545,0.46,83.182,0.455,14.091,0,54.545,45.455,27.273,0,9.091,57.576,6,0,0,0,0,Otro,136,197,1073.0317,MuyBaja,11.68,1.62,60
Ibahernando,10,Extremadura,554,529,22.306,0,53.528,43.066,0.73,1,0,1.805,11.552,51.804,36.643,51.444,0.18,90.433,0.542,9.025,12.281,49.123,38.596,3.509,5.263,14.035,73.684,30,0,0,0,0,Otro,686,472,7695.4065,MuyBaja,17.37,0.81,100
Jaraicejo,10,Extremadura,510,450,28.444,0,56.211,41.615,0.621,1,0,1.569,10.588,59.606,29.804,51.373,-4.03,87.451,0.588,10.196,9.756,43.902,46.341,12.195,4.878,12.195,60.976,30,0,0,0,0,Otro,,591,17705.28,MuyBaja,-13.71,,51
Jaraíz de la Vera,10,Extremadura,6481,5119,29.029,0,41.922,54.748,1.596,0,1,4.197,18.284,61.889,19.828,49.977,10.09,81.577,1.219,8.641,12.903,41.219,45.878,23.297,12.903,9.498,44.803,406,38,54,198,116,ComercTTEHosteleria,"4,071","6,863",6252.9861,Baja,-5.57,1.59,293
Jarandilla de la Vera,10,Extremadura,2955,2512,34.554,1,42.215,54.38,1.217,0,1,3.046,17.191,61.149,21.658,50.22,3.05,80.169,1.624,15.431,9.504,39.256,51.24,9.504,5.372,12.81,66.116,269,18,55,117,79,ComercTTEHosteleria,"2,232","3,116",6151.015,MuyBaja,-5.17,1.32,211
Jarilla,10,Extremadura,146,130,16.154,0,51.376,45.872,0,1,0,1.37,6.85,44.521,48.63,48.63,-0.47,82.192,0.685,14.384,0,41.667,58.333,8.333,8.333,0,75,6,0,0,0,0,Otro,211,153,2847.0169,MuyBaja,-4.58,0.69,27
Jerte,10,Extremadura,1282,1031,22.308,0,60.05,37.827,0.624,1,0,4.134,18.174,59.982,21.84,49.298,4.76,85.179,0.624,9.75,10.526,35.526,53.947,34.211,2.632,5.263,47.368,83,5,14,42,22,ComercTTEHosteleria,"1,069","1,324",5895.0371,MuyBaja,-3.17,1.2,182
La Aldea del Obispo,10,Extremadura,331,276,25,0,38.647,55.555,2.415,0,1,3.021,10.876,58.006,31.117,47.432,3.93,84.592,0.906,11.178,6.061,45.455,48.485,15.152,3.03,15.152,60.606,17,0,0,0,0,Otro,498,349,3784.6996,MuyBaja,-5.16,0.66,30
La Cumbre,10,Extremadura,914,838,25.298,0,48.881,47.604,1.438,1,0,1.422,10.285,54.813,34.901,49.672,0.77,93.982,0.656,4.814,11.111,28.571,60.317,6.349,4.762,11.111,69.841,27,0,0,0,0,Otro,"1,010",970,11351.5247,MuyBaja,-5.77,0.9,98
La Garganta,10,Extremadura,446,406,20.936,0,53.583,41.744,0.623,1,0,0.448,6.278,48.878,44.844,46.637,0,87.892,0,12.108,2.439,19.512,78.049,2.439,24.39,12.195,58.537,24,0,0,0,0,Otro,592,505,2407.8151,MuyBaja,-11.68,0.75,54
La Granja,10,Extremadura,357,320,25.625,0,36.555,60.504,0.42,0,1,2.801,12.325,54.902,32.772,45.938,0,91.036,0,8.403,8,32,60,12,0,28,52,22,0,0,0,0,Otro,267,366,1494.4357,MuyBaja,-2.46,1.34,99999
La Pesga,10,Extremadura,1130,975,23.487,0,45.711,52.145,0.268,0,1,2.92,12.124,59.027,28.85,47.434,1.68,87.434,0.177,10.531,6.098,36.585,57.317,10.976,2.439,24.39,54.878,39,,12,22,,ComercTTEHosteleria,703,"1,124",1988.2787,MuyBaja,0.53,1.61,214
Ladrillar,10,Extremadura,222,219,32.42,1,31.081,66.892,0.676,0,1,0.45,6.306,45.496,48.197,47.297,0.9,79.73,0.901,18.468,8.333,41.667,50,25,8.333,33.333,33.333,14,0,0,0,0,Otro,392,225,5303.4713,MuyBaja,-1.33,0.57,13
Logrosán,10,Extremadura,2068,1762,34.79,1,46.911,48.39,1.393,0,1,3.82,14.989,57.542,27.466,49.371,0.63,88.298,3.917,9.961,14.027,38.462,47.511,5.43,2.715,8.597,78.281,129,15,24,58,32,ComercTTEHosteleria,"1,945","2,094",36530.7359,MuyBaja,-1.24,1.06,305
Losar de la Vera,10,Extremadura,2833,2300,29.435,0,43.377,51.633,1.294,0,1,3.283,16.238,59.301,24.462,48.606,-0.18,80.198,0.671,11.366,17.766,37.056,45.178,16.751,5.076,6.599,60.914,203,12,41,97,53,ComercTTEHosteleria,"2,301","2,973",8207.9809,MuyBaja,-4.71,1.23,245
Madrigal de la Vera,10,Extremadura,1705,1325,26.792,0,46.289,49.691,1.649,0,1,2.639,12.962,61.759,25.279,47.742,8.68,60.411,0.704,29.853,8.333,31.944,59.722,13.889,21.528,21.528,39.583,128,10,27,64,27,ComercTTEHosteleria,"1,970","1,806",4162.934,MuyBaja,-5.59,0.87,75
Madrigalejo,10,Extremadura,1855,1571,29.535,0,44.173,52.032,0.632,0,1,3.019,15.041,57.198,27.763,49.865,2.43,86.577,7.385,10.296,10.345,32.759,56.897,14.943,5.747,10.345,60.345,71,8,4,42,17,ComercTTEHosteleria,"1,612","1,932",10080.9799,MuyBaja,-3.99,1.15,174
Madroñera,10,Extremadura,2695,2337,28.156,0,57.236,38.595,1.191,1,0,1.781,14.248,62.189,23.562,50.093,1.04,90.724,1.002,7.347,8.983,36.879,54.137,7.801,1.418,21.277,62.648,158,8,41,63,46,ComercTTEHosteleria,"2,096","2,874",13290.9071,MuyBaja,-6.23,1.29,211
Majadas,10,Extremadura,1343,953,30.22,1,73.083,24.963,0.752,1,0,5.659,20.252,65.896,13.848,50.112,15.49,78.407,0.223,7.297,23.577,39.024,37.398,33.333,8.943,13.008,34.959,29,,6,19,,ComercTTEHosteleria,593,"1,309",5196.3514,MuyBaja,2.6,2.26,44
Malpartida de Cáceres,10,Extremadura,4337,3545,23.695,0,47.615,48.355,1.479,0,1,3.874,18.078,61.309,20.612,50.012,1.75,87.18,2.237,10.168,9.313,43.016,47.672,3.769,6.208,9.978,75.166,282,24,34,120,104,ComercTTEHosteleria,"2,684","4,433",3216.431,Baja,-2.17,1.62,39
Malpartida de Plasencia,10,Extremadura,4714,3749,27.287,0,56.676,39.325,1.174,1,0,4.603,20.47,61.222,18.308,49.83,2.23,85.66,1.188,11.052,10.495,44.554,44.95,7.327,33.069,11.287,43.168,274,28,73,93,80,ComercTTEHosteleria,"2,543","4,696",37264.7081,MuyBaja,0.38,1.85,231
Marchagaz,10,Extremadura,220,255,47.059,1,60.741,38.518,0,1,0,0.455,3.637,53.182,43.182,46.364,6.36,90.455,0.455,2.273,17.391,43.478,39.13,34.783,0,26.087,30.435,10,0,0,0,0,Otro,213,246,947.3174,MuyBaja,-10.57,1.03,81
Mata de Alcántara,10,Extremadura,320,286,12.238,0,54.581,43.824,0.398,1,0,1.875,11.563,53.44,35.001,48.125,0,96.563,0,3.125,20,30,50,0,0,20,60,15,0,0,0,0,Otro,314,328,3350.4329,MuyBaja,-2.44,1.02,45
Membrío,10,Extremadura,695,620,25.806,0,57.608,39.782,0.652,1,0,1.439,10.935,55.395,33.669,51.079,1.01,92.95,2.158,5.612,14.286,47.619,38.095,7.143,0,4.762,83.333,26,0,0,0,0,Otro,,805,20773.6502,MuyBaja,-13.66,,49
Mesas de Ibor,10,Extremadura,187,171,29.24,0,38.017,56.199,1.653,0,1,2.674,8.022,51.337,40.643,45.989,1.6,76.471,1.604,18.182,30.769,15.385,53.846,38.462,0,15.385,38.462,7,0,0,0,0,Otro,291,180,4875.3028,MuyBaja,3.89,0.64,28
Miajadas,10,Extremadura,9944,7978,30.847,1,48.324,48.685,0.761,0,1,4.053,20.535,60.016,19.449,50.282,-0.87,88.355,10.298,8.337,15.768,42.014,42.218,12.309,12.716,7.223,56.968,673,49,93,345,186,ComercTTEHosteleria,"5,493","10,323",12075.0295,MuyBaja,-3.67,1.81,440
Millanes,10,Extremadura,257,218,28.44,0,50,46.154,0,1,0,1.167,8.172,63.035,28.794,47.471,-0.48,79.377,0.389,19.066,19.355,35.484,45.161,0,12.903,29.032,58.065,13,0,0,0,0,Otro,203,254,1761.1671,MuyBaja,1.18,1.27,36
Mirabel,10,Extremadura,687,578,16.782,0,62.786,35.343,0.416,1,0,2.911,15.284,54.731,29.986,50.073,2.04,87.773,1.31,9.753,11.25,36.25,52.5,11.25,10,17.5,61.25,30,0,0,0,0,Otro,716,715,4929.9617,MuyBaja,-3.92,0.96,69
Mohedas de Granadilla,10,Extremadura,849,852,21.948,0,61.053,35.94,1.203,1,0,0.471,10.247,58.659,31.095,49.47,0.82,91.637,0,7.42,9.639,37.349,53.012,10.843,4.819,20.482,59.036,48,0,0,0,0,Otro,641,990,5872.3478,MuyBaja,-14.24,1.32,358
Monroy,10,Extremadura,1037,889,28.571,0,49.291,47.244,0.787,1,0,3.086,14.465,60.367,25.169,50.241,0.58,86.307,0.675,12.343,12.222,38.889,48.889,5.556,4.444,14.444,70,47,5,11,24,7,ComercTTEHosteleria,789,984,20445.4844,MuyBaja,5.39,1.31,170
Montánchez,10,Extremadura,1828,1548,27.649,0,46.16,50.715,0.804,0,1,3.337,13.184,58.152,28.667,50.055,3.01,88.074,2.516,8.479,7.059,39.412,53.529,2.941,11.176,14.118,64.706,113,14,17,64,18,ComercTTEHosteleria,"1,694","1,979",11280.43,MuyBaja,-7.63,1.08,368
Montehermoso,10,Extremadura,5844,4703,32.32,1,49.859,46.686,1.194,1,0,4.552,19.902,60.402,19.695,48.939,1.85,91.324,0.291,6.4,16.104,47.393,36.503,11.196,5.982,14.11,61.043,402,45,66,192,99,ComercTTEHosteleria,"3,393","5,830",9645.12,MuyBaja,0.24,1.72,279
Moraleja,10,Extremadura,6963,5697,30.525,1,50.404,45.882,1.213,1,0,4.064,17.822,61.252,20.925,50.022,2.31,83.384,1.135,12.653,9.975,46.305,43.719,10.345,10.099,14.532,59.729,490,36,63,245,146,ComercTTEHosteleria,"4,643","7,185",12542.18,MuyBaja,-3.09,1.5,369
Morcillo,10,Extremadura,407,365,24.658,0,60,37.455,1.091,1,0,1.966,12.286,58.233,29.483,52.58,0.74,89.681,0,8.108,13.208,35.849,50.943,15.094,3.774,18.868,54.717,11,0,0,0,0,Otro,328,423,1623.1662,MuyBaja,-3.78,1.24,58
Navaconcejo,10,Extremadura,2030,1761,26.178,0,60.693,36.461,0.615,1,0,3.399,14.975,62.906,22.119,49.163,4.04,88.719,0.788,6.995,13.393,43.75,42.857,33.036,1.786,12.5,48.214,120,7,26,63,24,ComercTTEHosteleria,"1,301","2,046",5139.5434,MuyBaja,-0.78,1.56,504
Navalmoral de la Mata,10,Extremadura,17156,12861,31.475,1,39.112,57.631,1.623,0,1,5.24,22.301,63.044,14.654,51.714,8.46,68.856,2.326,20.18,11.546,47.407,41.047,10.91,12.671,9.295,56.311,"1,113",60,128,461,464,Servicios,,"17,309",15595.8767,Baja,-0.88,,106
Navalvillar de Ibor,10,Extremadura,447,396,29.798,0,64.748,33.094,1.079,1,0,2.908,14.093,50.56,35.347,49.888,0.9,89.262,0.895,9.62,25,32.5,42.5,12.5,2.5,42.5,32.5,20,0,0,0,0,Otro,404,504,5552.5835,MuyBaja,-11.31,1.11,171
Navas del Madroño,10,Extremadura,1372,1206,20.73,0,76.883,20.816,0.628,1,0,2.988,14.285,59.33,26.385,50.51,0.36,93.732,0.219,5.758,14.683,30.952,54.365,8.333,2.381,19.444,63.492,63,,17,32,,ComercTTEHosteleria,"1,000","1,441",11228.9549,MuyBaja,-4.79,1.37,136
Navezuelas,10,Extremadura,664,567,29.277,0,35.411,62.095,0.748,0,1,3.012,16.565,56.022,27.409,48.645,1.66,93.373,0.151,3.614,4.762,54.762,40.476,9.524,4.762,23.81,54.762,33,0,0,0,0,Otro,504,697,5998.5787,MuyBaja,-4.73,1.32,168
Nuñomoral,10,Extremadura,1392,1302,24.654,0,45.973,51.988,0.51,0,1,2.371,10.273,57.902,31.825,46.911,0.29,87.931,0.862,11.135,9.023,41.353,49.624,12.03,8.271,42.105,36.09,58,5,15,28,10,ComercTTEHosteleria,"1,311","1,436",9477.5661,MuyBaja,-3.06,1.06,32
Oliva de Plasencia,10,Extremadura,336,302,27.815,0,50.918,44.954,0.917,1,0,0.595,6.845,61.012,32.143,44.048,1.19,76.19,0.893,21.131,12,28,60,16,20,20,44,15,0,0,0,0,Otro,381,262,8873.3997,MuyBaja,28.24,0.88,62
Palomero,10,Extremadura,378,397,19.395,0,55.625,42.188,0.313,1,0,0.529,6.349,48.943,44.709,46.561,2.65,92.063,0.529,4.762,0,54.545,45.455,18.182,4.545,13.636,63.636,25,0,0,0,0,Otro,349,450,2027.4155,MuyBaja,-16,1.08,181
Pasarón de la Vera,10,Extremadura,655,555,19.279,0,69.196,29.465,0.446,1,0,2.443,14.962,57.1,27.94,52.061,5.04,85.496,1.985,8.244,7.143,30,62.857,15.714,4.286,24.286,54.286,25,0,0,0,0,Otro,597,676,3896.5585,MuyBaja,-3.11,1.1,132
Pedroso de Acim,10,Extremadura,104,114,28.07,0,43.903,50,0,0,1,0,9.616,53.847,36.538,48.077,0,83.654,0,16.346,6.667,40,53.333,26.667,0,6.667,60,4,0,0,0,0,Otro,137,108,3323.0999,MuyBaja,-3.7,0.76,37
Peraleda de la Mata,10,Extremadura,1403,1106,25.859,0,38.902,58.171,0.976,0,1,4.134,17.035,57.591,25.375,49.323,6.13,75.837,0.641,16.892,13.386,40.945,45.669,5.512,22.047,11.811,54.331,70,7,16,36,11,ComercTTEHosteleria,"1,082","1,469",9206.4881,MuyBaja,-4.49,1.3,119
Peraleda de San Román,10,Extremadura,306,263,26.236,0,46.908,52.577,0.515,0,1,3.268,11.765,45.098,43.137,50,0.65,80.065,0,18.627,8.696,47.826,43.478,34.783,0,34.783,30.435,18,0,0,0,0,Otro,519,283,6189.8066,MuyBaja,8.13,0.59,118
Perales del Puerto,10,Extremadura,970,832,24.639,0,59.968,37.959,0.319,1,0,3.196,14.433,60.619,24.949,48.866,1.96,83.505,0.515,13.505,9.901,46.535,43.564,7.921,2.97,10.891,72.277,42,0,0,0,0,Otro,826,984,3627.7775,MuyBaja,-1.42,1.17,126
Pescueza,10,Extremadura,165,154,27.273,0,48.214,50.893,0.893,0,1,3.03,3.636,51.514,44.849,53.333,0.61,92.121,0.606,7.273,0,57.143,42.857,0,0,0,85.714,7,0,0,0,0,Otro,178,160,5205.9031,MuyBaja,3.13,0.93,30
Piedras Albas,10,Extremadura,156,127,23.622,0,55.67,41.237,1.031,1,0,1.923,14.102,51.921,33.973,52.564,10.26,80.769,0,9.615,20,35,45,20,5,5,70,0,0,0,0,0,Otro,284,194,453.5146,MuyBaja,-19.59,0.55,7
Pinofranqueado,10,Extremadura,1762,1507,33.378,1,51.394,44.422,0.797,1,0,3.632,15.834,59.249,24.916,46.765,5.22,84.109,1.135,10.329,7.258,49.194,43.548,12.903,4.032,26.613,52.419,93,7,25,35,26,ComercTTEHosteleria,"1,135","1,654",14683.817,MuyBaja,6.53,1.55,65
Piornal,10,Extremadura,1555,1278,24.804,0,65.557,29.449,0.52,1,0,3.987,17.105,60.064,22.829,49.26,3.92,92.99,0.45,3.087,7.792,61.039,31.169,25.974,1.299,10.39,54.545,50,,13,23,,ComercTTEHosteleria,"1,830","1,525",3638.5667,MuyBaja,1.97,0.85,100
Plasencia,10,Extremadura,40755,32849,32.537,1,44.136,51.974,1.715,0,1,3.926,20.23,62.181,17.587,51.451,2.5,81.588,1.779,14.543,9.638,44.618,45.743,5.183,8.624,11.292,63.741,"2,883",134,405,"1,113","1,231",Servicios,"23,450","41,447",21793.9673,Baja,-1.67,1.74,234
Plasenzuela,10,Extremadura,501,421,32.779,1,46.289,51.237,1.06,0,1,1.796,11.776,55.488,32.734,50.499,3.39,80.639,1.996,15.768,10.526,38.596,50.877,3.509,12.281,15.789,63.158,23,0,0,0,0,Otro,517,518,3667.1557,MuyBaja,-3.28,0.97,56
Portaje,10,Extremadura,397,346,17.63,0,62.457,32.982,1.404,1,0,1.259,11.082,46.851,42.066,48.866,0,89.673,0.252,9.824,17.857,35.714,46.429,3.571,7.143,7.143,75,10,0,0,0,0,Otro,519,419,10054.7203,MuyBaja,-5.25,0.76,53
Portezuelo,10,Extremadura,246,207,20.29,0,46.06,52.121,0,0,1,0.813,8.943,59.353,31.709,47.154,3.66,90.244,2.439,6.098,13.793,48.276,37.931,20.69,0,48.276,31.034,13,0,0,0,0,Otro,270,262,12610.5354,MuyBaja,-6.11,0.91,99999
Pozuelo de Zarzón,10,Extremadura,483,468,27.35,0,51.764,45.294,0.294,1,0,2.277,11.594,48.239,40.164,49.689,1.45,86.957,0.621,10.352,15.517,51.724,32.759,8.621,18.966,17.241,48.276,24,0,0,0,0,Otro,553,568,4742.5323,MuyBaja,-14.96,0.87,129
Puerto de Santa Cruz,10,Extremadura,363,309,28.155,0,37.838,59.46,0.901,0,1,2.204,14.876,54.271,30.854,49.587,0.28,88.981,1.377,10.193,17.857,17.857,64.286,0,3.571,21.429,67.857,11,0,0,0,0,Otro,355,401,3372.163,MuyBaja,-9.48,1.02,68
Rebollar,10,Extremadura,219,181,27.624,0,51.908,46.565,0,1,0,0.457,12.786,62.557,24.658,51.142,-6.14,86.301,0,8.219,0,40,60,0,0,10,90,6,0,0,0,0,Otro,155,243,1150.6441,MuyBaja,-9.88,1.41,79
Riolobos,10,Extremadura,1310,1126,31.35,1,53.428,43.855,0.776,1,0,2.824,14.961,60.687,24.352,48.092,0.99,94.122,0.382,4.275,10.811,42.342,46.847,23.423,21.622,20.721,29.73,56,4,14,29,9,ComercTTEHosteleria,939,"1,386",4923.1,MuyBaja,-5.48,1.4,152
Robledillo de Gata,10,Extremadura,99,97,24.742,0,69.863,26.028,1.37,1,0,2.02,10.1,45.455,44.445,46.465,0,85.859,2.02,12.121,0,66.667,33.333,0,0,0,100,9,0,0,0,0,Otro,202,119,3107.4923,MuyBaja,-16.81,0.49,17
Robledillo de la Vera,10,Extremadura,301,263,22.433,0,48.04,50.49,0,0,1,1.329,9.967,52.161,37.873,47.841,1.33,77.409,0.997,18.605,10,40,50,10,0,45,45,18,0,0,0,0,Otro,338,300,1283.4463,MuyBaja,0.33,0.89,65
Robledillo de Trujillo,10,Extremadura,372,330,18.485,0,67.286,31.97,0,1,0,1.075,9.409,45.968,44.624,47.043,1.61,86.828,1.613,11.022,7.407,44.444,48.148,11.111,0,18.519,70.37,15,0,0,0,0,Otro,462,424,4478.2542,?,-12.26,0.81,116
Robledollano,10,Extremadura,327,320,21.562,0,44.223,54.582,0.797,0,1,1.223,9.786,51.071,39.144,44.343,-0.85,90.826,0.306,4.893,22.222,51.852,25.926,14.815,11.111,3.704,62.963,22,0,0,0,0,Otro,329,386,6174.4436,MuyBaja,-15.28,0.99,157
Romangordo,10,Extremadura,263,229,17.031,0,62.632,34.737,1.053,1,0,2.281,9.886,48.289,41.826,52.471,-4.62,75.285,1.141,20.532,11.111,33.333,55.556,0,22.222,0,66.667,0,0,0,0,0,Otro,227,236,3906.6906,MuyBaja,11.44,1.16,38
Rosalejo,10,Extremadura,1495,1174,35.945,1,48.936,47.474,1.596,1,0,3.746,18.729,63.88,17.393,47.358,10.03,73.311,1.137,16.923,14.563,41.748,43.689,28.155,3.883,5.825,49.515,65,,,37,15,ComercTTEHosteleria,693,"1,311",4044.19,MuyBaja,14.04,2.16,168
Ruanes,10,Extremadura,75,76,30.263,1,47.17,52.83,0,0,1,4,14.667,57.334,28,45.333,0,86.667,1.333,12,0,20,80,0,0,40,60,0,0,0,0,0,Otro,150,67,1510.6665,MuyBaja,11.94,0.5,23
Salorino,10,Extremadura,630,575,24,0,59.268,39.13,0.229,1,0,1.111,10.793,54.92,34.286,47.937,1.43,94.603,2.698,3.968,11.111,29.63,59.259,22.222,1.852,5.556,64.815,29,0,0,0,0,Otro,700,687,15764.5285,MuyBaja,-8.3,0.9,45
Salvatierra de Santiago,10,Extremadura,239,350,16.286,0,38.566,58.703,1.024,0,1,0,1.674,46.862,51.464,49.791,-0.87,96.653,0,2.092,3.704,18.519,77.778,3.704,29.63,18.519,48.148,11,0,0,0,0,Otro,487,289,3344.6528,MuyBaja,-17.3,0.49,93
San Martín de Trevejo,10,Extremadura,851,737,34.328,1,55.579,41.942,0,1,0,1.998,12.573,51,36.427,50.059,1.41,81.669,1.058,12.221,4.839,32.258,62.903,6.452,3.226,20.968,67.742,44,0,0,0,0,Otro,,907,2475.74,MuyBaja,-6.17,,109
Santa Ana,10,Extremadura,276,257,19.066,0,43.75,55.769,0,0,1,0.725,6.16,59.057,34.782,46.014,1.09,93.116,1.449,5.435,12.903,19.355,67.742,6.452,3.226,19.355,67.742,12,0,0,0,0,Otro,288,291,3498.8189,?,-5.15,0.96,57
Santa Cruz de la Sierra,10,Extremadura,329,308,33.117,1,32.524,66.505,0,0,1,1.824,13.07,55.015,31.915,50.456,1.22,82.675,1.824,14.894,11.111,29.63,59.259,16.667,0,11.111,70.37,20,0,0,0,0,Otro,457,269,4459.5301,MuyBaja,22.3,0.72,44
Santa Cruz de Paniagua,10,Extremadura,326,314,23.885,0,45.607,53.975,0,0,1,0.613,7.361,52.146,40.49,45.706,0.31,92.945,0.92,5.521,8.696,56.522,34.783,13.043,8.696,0,65.217,14,0,0,0,0,Otro,348,307,8381.0188,MuyBaja,6.19,0.94,138
Santa Marta de Magasca,10,Extremadura,295,311,31.511,1,45.54,51.643,0.469,0,1,0,6.441,57.29,36.273,49.831,2.03,95.593,2.373,2.373,9.091,30.303,60.606,27.273,0,9.091,57.576,8,0,0,0,0,Otro,267,309,3968.1562,MuyBaja,-4.53,1.1,25
Santiago de Alcántara,10,Extremadura,583,531,20.904,0,40,56.667,0.238,0,1,1.372,8.405,50.599,40.996,51.458,0.17,89.537,4.117,9.949,6.897,17.241,75.862,3.448,3.448,48.276,34.483,21,0,0,0,0,Otro,742,654,9566.705,MuyBaja,-10.86,0.79,97
Santiago del Campo,10,Extremadura,279,267,21.348,0,38.571,58.095,0,0,1,2.151,9.32,54.479,36.201,50.179,1.79,88.53,0.717,9.677,0,28.571,71.429,0,4.762,19.048,57.143,10,0,0,0,0,Otro,305,306,7333.4529,MuyBaja,-8.82,0.91,60
Santibáñez el Alto,10,Extremadura,349,344,28.779,0,56.326,43.265,0,1,0,0.573,9.456,51.576,38.969,48.997,0.29,91.691,0.86,4.585,19.048,33.333,47.619,23.81,4.762,4.762,57.143,14,0,0,0,0,Otro,401,424,9907.2198,MuyBaja,-17.69,0.87,160
Santibáñez el Bajo,10,Extremadura,738,709,34.274,1,50,48.927,0.858,1,0,1.626,11.383,58.945,29.677,47.561,0.14,89.431,0.271,10.298,14.667,34.667,50.667,8,6.667,14.667,66.667,44,0,0,0,0,Otro,640,823,4615.4731,MuyBaja,-10.33,1.15,148
Saucedilla,10,Extremadura,877,577,30.676,1,45.5,52.75,0.25,0,1,4.447,22.691,63.628,13.683,46.864,21.78,66.135,1.71,13.569,17.007,53.741,29.252,12.245,9.524,9.524,60.544,36,0,0,0,0,Otro,378,857,6041.3411,?,2.33,2.32,88
Segura de Toro,10,Extremadura,189,174,22.414,0,38.518,55.555,3.704,0,1,3.175,14.286,56.615,29.101,54.497,-1.96,83.598,1.587,13.228,9.524,38.095,52.381,4.762,9.524,9.524,66.667,10,0,0,0,0,Otro,201,192,1473.2089,MuyBaja,-1.56,0.94,32
Serradilla,10,Extremadura,1637,1416,28.955,0,49.304,46.72,0.994,1,0,2.443,14.172,55.834,29.993,49.175,1.16,91.387,0.367,6.842,15.075,40.704,44.221,32.663,6.533,14.07,44.724,70,6,17,32,15,ComercTTEHosteleria,"1,484","1,729",25918.658,MuyBaja,-5.32,1.1,138
Serrejón,10,Extremadura,443,371,29.38,0,60.305,38.168,1.145,1,0,2.483,11.738,61.174,27.088,49.21,4.52,77.878,0.677,16.027,13.725,41.176,45.098,17.647,9.804,5.882,64.706,14,0,0,0,0,Otro,365,460,12415.3248,MuyBaja,-3.7,1.21,41
Sierra de Fuentes,10,Extremadura,2040,1707,28.061,0,48.697,47.72,0.977,1,0,3.725,17.549,63.726,18.726,49.314,0.98,85,2.353,12.794,10.506,41.634,47.86,5.058,3.502,14.786,70.428,123,7,32,59,25,ComercTTEHosteleria,"1,280","2,081",2521.3174,MuyBaja,-1.97,1.59,47
