,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_exp,aleatorio2_cuarta,Beneficio
76,0.27,1.26,10.7,-0.432,0.99669,3.13,0.48,16.8,5,2.67,M,**,2.0,0.0,0.36538090016187097,0.6166556308191863,9.157458189220398,63.66684036725246,10.457420163806546,2.429157933931774,1.3402784275201314,1.7213843140988117,1.1062087583132072,2.1790936135166508,2.1575230219663686,1.2819001567531028,3.514319809963257,20.278040594287486,276
77,-1.22,0.26,11.0,0.03,0.99402,1.9,0.36,11.2,2,2.07,B,****,1.0,0.0,0.953033593144987,0.7316876915330541,1.1722134088067866,19.629173032280775,10.515327370183893,9.150641719374091,1.3292273166403472,1.0550493355921382,1.0624076168959717,1.779231852320743,1.3645593560288818,0.5262981350599765,26.55414485082453,40.196213533579666,688
78,0.155,1.43,-41.0,0.025,0.9934,3.18,0.61,3.9,3,2.29,R,***,1.0,0.0,0.9402575332822425,0.7272732757672135,8.272135872978795,77.76518641229985,2.866066087766968,9.05487743842138,1.3266213070186355,1.7430916859937107,1.1515902963988514,1.049950140772831,1.6712221139600012,0.7649327886243185,25.41192354045105,39.23483108424796,949
79,0.21,-0.15,1.6,0.034,0.9917,3.3,0.63,11.2,3,2.92,B,****,2.0,16.666666666666664,0.8589861824565403,0.6570162627326572,8.689936741216398,12.116784189916842,8.776883001091859,9.227615837439496,1.3193958988089562,1.794118120769171,1.1583928293937007,1.779231852320743,1.6712221139600012,1.6943913536846498,19.211948271304045,26.131852406577302,1123
80,0.01,1.42,8.4,-0.251,1.03166,3.09,-1.38,8.8,3,4.5,R,Desc,3.0,0.0,0.9373256220477898,0.6987602695135413,7.219997349029445,76.85552692430467,10.01877668666682,4.550051402767214,1.464788835554002,1.7038193042871266,0.014779393572998324,1.5771272669780634,1.6712221139600012,5.630114594400656,25.156810517412268,33.43398552907326,381
81,-0.63,-0.95,13.4,-0.336,0.9989,3.22,0.53,9.0,3,1.0,B,*,3.0,0.0,0.1391492267131601,0.5679815911399497,3.4307877860207823,4.726920929083314,10.984340921028947,3.4718412253911994,1.349223147677968,1.7602648553397768,1.1239077550426675,1.5949477672485952,1.6712221139600012,1e-08,1.6133220561312482,14.594106918785048,471
82,0.99,0.15,1.2,0.053,1.03601,3.86,0.43,9.2,3,1.15,M,*,1.0,0.0,0.5699605392433102,0.818651008525378,15.723142257793224,17.246094481452428,8.706388609052723,9.597645591958875,1.47822569217451,2.01523004234451,1.0881908542844756,1.6125713454780422,1.6712221139600012,0.010360502499369066,7.105602361535787,62.993060227634174,269
83,0.655,-1.19,48.8,-0.236,0.96197,2.71,0.88,5.3,2,2.59,B,***,1.0,0.0,0.3927105987499161,0.1921458463730491,12.448855568358626,3.56398302626378,19.09088411012055,4.755436007978156,1.1678161721904519,1.5269069184478044,1.2397360157945525,1.2239652961370986,1.3645593560288818,1.1620354224896825,3.860891219866966,0.1909854168555378,419
84,0.835,0.16,109.9,0.051,0.99564,3.67,1.57,10.8,1,3.78,R,***,2.0,7.6923076923076925,0.44265622315554276,0.15836094454490157,14.160708681425136,17.45021868830832,38.3199775305555,9.558352547807873,1.3359651644549606,1.9430322646675242,1.4349892292145696,1.7471720168035931,0.9649150833430776,3.552059388599357,4.584954693679892,0.0880949621836217,667
85,0.32,-0.59,8.3,0.036,1.00919,4.23,0.52,12.6,2,5.14,M,Desc,1.0,0.0,0.1226984804769281,0.14709468813347093,9.556416316846391,7.220086546247166,9.999918412614054,9.266223794239941,1.388692468306094,2.1488756766817767,1.1203929273743929,1.8871570502615278,1.3645593560288818,7.877277936277155,1.5245237578232476,0.06556854230317044,371
86,-1.04,-0.38,5.9,0.448,1.0167,3.12,0.66,15.7,2,5.22,R,*,1.0,0.0,0.7514655337103908,0.5356274205772596,1.7357171318194011,9.243890134941621,9.55264937222384,18.93790376585844,1.415506880010714,1.7170099076692726,1.1685106434615053,2.1065481657057696,1.3645593560288818,8.184644151294647,13.270085838459527,11.541983332478363,564
87,0.42,1.48,-51.4,-0.339,0.99013,3.14,0.88,18.5,2,1.35,B,Desc,3.0,0.0,0.44199928026127056,0.7294190743135642,10.37985144743291,82.47755576686716,1.912656539811885,3.4364464994330226,1.3126159258900942,1.7257476323658765,1.2397360157945525,2.2866868326284906,1.3645593560288818,0.056343864196530126,4.574600763184953,39.69996841689101,681
88,0.23,1.94,3.2,0.775,1.02365,3.02,1.29,13.3,5,4.07,R,**,3.0,0.0,0.4439395860112322,0.7162389567367032,8.84441621719989,141.71015640011362,9.061702988915695,29.048821891951437,1.4390325428411932,1.6726367463153868,1.360289690825361,1.9388681250593953,2.1575230219663686,4.331746408623822,4.605249145169469,36.90717336503167,764
89,0.31,-0.49,53.3,0.036,1.03461,2.12,-0.67,6.1,3,2.26,B,***,3.0,0.0,0.9067675976224919,0.824876403753172,9.47594418797894,8.121636218764618,20.280863279414778,9.266223794239941,1.473941202501694,1.2016778453209653,0.5773876852869672,1.3130890686356016,1.6712221139600012,0.7297721935207848,22.64562537168582,64.9312852125908,990
90,-0.48,-0.88,14.8,-0.313,0.97751,3.12,0.69,14.5,3,3.11,M,**,2.0,0.0,0.08035147991920966,0.45966897978263643,4.193841288211737,5.132738376365246,11.26265768171878,3.7492255298298436,1.253865334953544,1.7170099076692726,1.178527111908052,2.024444958600959,1.6712221139600012,2.046304084409097,1.317781563417991,6.260044085143074,594
91,0.17,0.27,1.4,0.032,0.99254,3.14,0.67,12.6,2,3.4,R,***,2.0,7.6923076923076925,0.20117411897468584,0.06957646244625748,8.38506080930294,19.861503278456823,8.74160027482645,9.189088479150879,1.322980897015027,1.7257476323658765,1.1718606263904165,1.8871570502615278,1.3645593560288818,2.6474051352643637,1.997201696130549,0.0032760867032380504,446
92,0.18,0.28,41.5,0.041,0.99207,3.13,0.45,9.3,2,5.86,R,**,3.0,0.0,0.0883757428695362,0.7896672679500469,8.460769414774614,20.096583377782547,17.23698784212903,9.363096304730316,1.320978602716704,1.7213843140988117,1.0954370196100445,1.6213112983815463,1.3645593560288818,10.855340249697994,1.354678662245925,54.53424528343165,540
93,-0.35,0.65,17.6,-0.124,0.9923,3.91,0.47,3.0,2,1.87,B,**,1.0,0.0,0.6297770739818491,0.9020204196232802,4.917080127589024,31.059639310169434,11.829737095375773,6.4322785475868525,1.3219595856558448,2.033803528496009,1.1026310555354846,0.920879720747373,1.3645593560288818,0.34796078694817795,8.729737788457589,92.8485058546497,612
94,0.18,0.35,1.5,0.049,1.03452,3.7,0.04,10.2,2,2.02,B,**,2.0,0.0,0.008193889267522625,0.4700874370794279,8.460769414774614,21.821923041342732,8.759232755397694,9.5191401021687,1.473664489833048,1.954609214884649,0.9352571278089753,1.6979476329630379,1.3645593560288818,0.47826707963581244,1.0280127338140386,6.847251561478389,855
95,0.29,-0.3,1.4,0.666,0.98378,2.07,-1.24,9.0,3,1.96,R,***,3.0,0.0,0.7711029220382742,0.3528795675382431,9.316020685257413,10.156303694601124,8.74160027482645,25.439118120157517,1.2840622838219236,1.169967937586444,0.1536030655586057,1.5949477672485952,1.6712221139600012,0.42366292531548405,14.197872844159226,2.1738672430282806,420
96,1.18,0.3,13.0,-0.633,1.0739,3.72,1.7,7.6,3,1.0,R,*,2.0,7.6923076923076925,0.6079078823101671,0.09361009922214703,17.749900901133742,20.57512370979586,10.90546139097128,0.8474759625277003,1.5821884576735137,1.9622892372160554,1.4678612041817451,1.4656611587308273,1.6712221139600012,1e-08,8.09684921167971,0.010744529037640033,505
97,-0.4,1.24,-33.3,-0.522,0.98962,3.19,0.75,12.4,2,1.78,M,***,2.0,0.0,0.07955583043549852,0.5640656843837272,4.6321063097906015,62.18606429235193,3.695752108306058,1.6202947341927416,1.3103907395884775,1.7474008010675137,1.1982639933162398,1.8721201265800778,1.3645593560288818,0.27970356031669497,1.3141782322420739,14.19573585244931,703
98,1.35,1.54,-11.7,-0.098,0.9891,3.03,-0.55,13.3,2,2.32,R,*,3.0,0.0,0.4660009632775849,0.6194305039448817,19.667433540750682,88.51083946085673,6.585342572765185,6.857693998266035,1.308110190032964,1.677126894100597,0.6475881381027402,1.9388681250593953,1.3645593560288818,0.800920596142943,4.968502516604091,20.64554273860067,670
99,1.74,0.19,-33.6,0.052,0.99364,3.34,0.72,10.1,2,1.0,R,***,1.0,7.6923076923076925,0.8621269260833471,0.7897985207558236,24.43803383297795,18.07720207484877,3.6614547502902157,9.577988995069393,1.327631905916654,1.8108074349406316,1.1884442448827937,1.6896041495811944,1.3645593560288818,1e-08,19.420727100716807,54.57051427875733,533
100,2.68,2.06,1.1,0.564,0.99445,3.15,1.84,13.7,2,1.14,R,Desc,3.0,0.0,0.2547340708301905,0.09112777665980631,38.06331696430521,163.2008185365368,8.688809423850241,22.278060333369705,1.3310257489526465,1.7300999463636257,1.502093600379251,1.967807290966903,1.3645593560288818,0.00902641556545107,2.4014375251558353,0.009648701355387304,330
101,0.27,0.31,-24.6,-0.194,1.01824,4.17,0.66,14.2,2,1.16,R,Desc,3.0,0.0,0.6660325688475839,0.7124431544419726,9.157458189220398,20.81865019706756,4.7599259469997,5.354632007233909,1.4208211610429824,2.1277737358771516,1.1685106434615053,2.003393482168808,1.3645593560288818,0.011786501923852761,9.889805633279126,36.130927810963826,704
102,0.25,1.83,-45.4,0.049,0.99154,3.17,0.48,13.4,3,1.19,M,**,2.0,0.0,0.012532619233800446,0.8014482104735857,9.00025669986789,124.50584353393879,2.439250547530752,9.5191401021687,1.3187097187166879,1.7387718918792667,1.1062087583132072,1.9461432599821955,1.6712221139600012,0.016615975140698215,1.0434774102766378,57.862418660972025,574
103,0.48,1.06,1.8,0.034,0.991,3.68,-1.94,12.6,3,1.7,B,****,3.0,0.0,0.2530409113686096,0.009918555548685815,10.89024460599892,50.31657119443419,8.812236787848947,9.227615837439496,1.3163859175068564,1.9468988970488428,-0.8907840330910156,1.8871570502615278,1.6712221139600012,0.22528051933606794,2.3874854790762217,1.3247227475349411e-06,953
104,0.21,0.28,7.5,0.07,1.0739,2.87,1.03,9.4,2,2.8,M,Desc,3.0,0.0,0.9239331953826916,0.21262176897516172,8.689936741216398,20.096583377782547,9.849691764617061,9.934890632157522,1.5821884576735137,1.6037766921425323,1.2855442557326744,1.6300043890316513,1.3645593560288818,1.489226404893381,24.023683200587122,0.2863915058859907,275
105,1.64,1.97,75.6,-0.124,0.96292,2.94,0.44,9.1,3,1.39,M,**,3.0,0.0,0.9316149749645758,0.011608653801255642,23.16546649650368,146.80177819316597,26.708728565920172,6.4322785475868525,1.173643315092561,1.6362720479176398,1.0918205002968915,1.6037837641820891,1.6712221139600012,0.06995233608311684,24.66724163703149,2.494709351491512e-06,245
106,-0.27,0.52,-12.1,-0.13,0.9969,3.25,2.3,7.6,5,1.39,M,**,3.0,0.0,0.18892207979284792,0.19139034684427758,5.390731322965107,26.654156282863656,6.524299226119823,6.336040115560191,1.3411361011798613,1.7730355784127236,1.6069710142013476,1.4656611587308273,2.1575230219663686,0.06995233608311684,1.9147423119289333,0.18799839802158866,277
107,-1.0,0.46,6.3,0.032,0.99214,2.21,1.52,5.5,2,1.76,B,****,3.0,0.0,0.4924279022287935,0.40115588781781364,1.8759112549073513,24.837293088954297,9.626483607372048,9.189088479150879,1.321277394090112,1.2567410425597496,1.4220527482331886,1.2468436189649283,1.3645593560288818,0.2655463251281439,5.441549161215225,3.6309120038733633,984
108,0.18,0.36,64.8,0.034,0.99074,3.16,-0.67,11.0,2,1.0,MM,Desc,2.0,7.6923076923076925,0.6561165023716984,0.3898424211951428,8.460769414774614,22.080206604480747,23.485360287369744,9.227615837439496,1.3152626471739797,1.7344413389326296,0.5773876852869672,1.7632747999977538,1.3645593560288818,1e-08,9.558009350892025,3.2382604178225916,279
109,0.32,1.7,60.7,-0.551,0.99463,3.27,1.21,11.3,3,1.04,M,***,1.0,0.0,0.6767685686895552,0.2511163966791655,9.556416316846391,106.8459996763971,22.315937749584787,1.3944292195397012,1.331776421373709,1.781498534913606,1.3378803709246117,1.7871569506664755,1.6712221139600012,0.000740733207385903,10.2620355221952,0.5573214732738215,575
110,0.28,0.35,28.9,0.054,0.99178,4.2,0.43,10.7,3,2.05,R,**,3.0,7.6923076923076925,0.9796502696478468,0.783148969941252,9.236569311403342,21.821923041342732,14.259833437952901,9.617322338476312,1.3197385877669814,2.1383507365400996,1.0881908542844756,1.7390647125103604,1.6712221139600012,0.5068099754186136,29.101336850692686,52.75567326158108,494
111,1.08,0.6,53.5,0.064,1.0439,3.68,0.32,10.3,2,2.74,B,***,1.0,7.6923076923076925,0.2034539096830118,0.879899405761575,16.66787450049065,29.28504146851087,20.33458620327179,9.815198033188343,1.5017018823920536,1.9468988970488428,1.0473702632020228,1.706250317593399,1.3645593560288818,1.391607204988296,2.012932651120376,84.069524863486,447
112,-0.65,2.9,70.6,0.421,0.995,2.45,0.78,17.9,3,2.63,B,***,2.0,0.0,0.4876885202768896,0.6476224843847991,3.334831597471149,438.5022434469692,25.19066900872674,18.199352387088958,1.3333154960750198,1.3929753978581159,1.2079882512234748,2.2493005087137123,1.6712221139600012,1.221232489696867,5.3535171122586975,24.6689722707381,842
113,-0.82,1.11,12.5,0.035,0.98535,2.88,1.65,5.2,2,1.24,R,**,2.0,0.0,0.9821273065053885,0.2909152688014156,2.5741546396862898,53.36562539288272,10.80726169366491,9.24690974102574,1.2912995765707374,1.6084590800050322,1.4553456864485816,1.2123642456560584,1.3645593560288818,0.026503346980088355,29.350469813205795,1.0039895326839976,690
114,0.14,0.33,-44.7,0.104,0.99057,2.99,1.47,20.9,3,3.15,R,***,3.0,7.6923076923076925,0.7671345208367512,0.5564800922939769,8.159976502914683,21.31438440173779,2.5048524364228384,10.626850439993957,1.3145266422371762,1.6590933921125561,1.4089467189578475,2.4304880659208195,1.6712221139600012,2.1246189496539514,14.005293322768363,13.447302179112032,741
115,0.33,0.62,41.0,0.038,1.01853,3.23,0.43,13.4,3,1.0,B,***,2.0,7.6923076923076925,0.18471530457964258,0.7102549601088987,9.63722869738497,29.98237758798568,17.113472844660773,9.30491234955222,1.4218152578852148,1.7645320327881149,1.0881908542844756,1.9461432599821955,1.6712221139600012,1e-08,1.8872220113660807,35.6890416786622,1097
116,0.24,0.55,-46.2,-0.202,0.99931,2.9,-0.94,2.8,2,1.12,M,Desc,3.0,0.0,0.9083631200340201,0.32537114166977044,8.922166332698326,27.611835580189897,2.3653428676007473,5.237759086544882,1.3508631537529232,1.6177831992058203,0.39870687967063423,0.8896580781840717,1.3645593560288818,0.006633979169312284,22.770310167054014,1.5711503647204224,296
117,0.7,0.29,46.5,0.499,1.02159,3.68,0.46,10.3,1,2.83,R,***,2.0,0.0,0.7122271940575744,0.6739495851675699,12.866483702114765,20.334445877429346,18.496564860827426,20.373022869097124,1.4321798147515292,1.9468988970488428,1.0990405068279263,1.706250317593399,0.9649150833430776,1.5392768234685612,11.593887704809084,28.932063162820544,437
118,0.12,1.41,52.9,0.046,1.04495,2.36,-1.21,10.6,2,1.11,R,**,1.0,0.0,0.004609509087594499,0.36435960640926657,8.011621557011479,75.95650819244048,20.1736306131758,9.460472555919624,1.504744330891693,1.343507370623268,0.1809997218727653,1.730919435530132,1.3645593560288818,0.005575629707091469,1.0154098433344405,2.47091217702824,771
119,1.63,0.8,5.2,0.076,0.99138,2.95,0.11,6.6,4,1.87,M,**,3.0,0.0,0.8355856521717261,0.45030703734315003,23.040081147047452,37.055109600359486,9.424123417946912,10.05530861773317,1.318022465804208,1.6408617091600315,0.964485635508239,1.3658414301024373,1.9297524380738358,0.34796078694817795,17.725461873472486,5.765364328237575,399
120,-1.1,-0.32,-45.9,0.028,0.99484,3.13,1.77,10.9,2,1.4,M,**,3.0,0.0,0.6329806843752979,0.00928079243100055,1.5356334973212875,9.920086357072861,2.3929250091525947,9.112275558109134,1.3326506045702844,1.7213843140988117,1.4851238772473976,1.7552418745871827,1.3645593560288818,0.07358423528117781,8.826514424203653,1.0137575804373187e-06,999
121,2.73,0.26,12.5,0.049,0.95985,2.81,1.01,3.9,1,3.01,R,**,2.0,0.0,0.9842926547652537,0.2699941120442635,38.87227835563933,19.629173032280775,10.80726169366491,9.5191401021687,1.154488363737384,1.5753901343837629,1.2795563799541378,1.049950140772831,0.9649150833430776,1.8569507956365623,29.57000056525757,0.7448213533390245,457
122,0.34,-0.15,4.0,0.064,0.9984,2.68,1.36,10.2,5,3.01,R,Desc,2.0,0.0,0.7964426581505266,0.512695657562853,9.71838132959468,12.116784189916842,9.205818434627991,9.815198033188343,1.347215011933856,1.5120588402012647,1.379494182589268,1.6979476329630379,2.1575230219663686,1.8569507956365623,15.491569477322143,9.688553886391308,495
123,0.26,0.29,56.7,-0.623,0.99479,3.8,0.56,13.7,2,1.07,R,***,1.0,0.0,0.0051538883530048984,0.015009872088375897,9.078687318708582,20.334445877429346,21.203817211852815,0.9069237131717851,1.3324426217408738,1.9927133564117807,1.134378716360675,1.967807290966903,1.3645593560288818,0.002261356763865386,1.0173139147162256,7.006070235438358e-06,560
124,0.57,0.1,-10.0,0.094,0.9972,4.33,3.38,9.2,3,2.2,M,*,3.0,0.0,0.3548931099743394,0.30476386354591856,11.678801331649014,16.26073590280968,6.847947870449314,10.42091489409893,1.3423585021410047,2.1835924555064032,1.8170386851075189,1.6125713454780422,1.6712221139600012,0.6619326405589931,3.3897408046995863,1.2092985325427097,133
125,0.55,-0.25,-21.5,0.029,1.01737,2.02,-2.02,9.8,2,2.96,M,***,2.0,0.0,0.6075819597631756,0.6022150388355997,11.501184742028881,10.771749455026212,5.171606736126146,9.131448563927636,1.4178262833263018,1.1373743033959038,-1.1271078255435991,1.6643227560403107,1.3645593560288818,1.7657208696465092,8.087772671555136,18.444099493346485,739
126,0.33,0.64,-23.1,0.056,0.9972,3.42,1.47,6.0,3,3.1,MM,Desc,3.0,7.6923076923076925,0.19756333336885934,0.598787028405498,9.63722869738497,30.696318692092238,4.956994514084602,9.656736280395057,1.3423585021410047,1.8437329081958174,1.4089467189578475,1.3022821968250657,1.6712221139600012,2.0269551493242983,1.9725378082324552,18.027669941422108,150
127,0.48,0.3,1.5,0.037,0.97418,4.35,-1.22,15.5,2,2.9,R,**,3.0,0.0,0.343690233814649,0.9239297412607329,10.89024460599892,20.57512370979586,8.759232755397694,9.285557997082101,1.2368976908568448,2.190469785074989,0.17195064493036957,2.093087960510202,1.3645593560288818,1.6592780706471146,3.26154182660876,102.20402806632332,593
128,-0.77,1.23,4.6,0.338,0.99018,3.04,0.43,13.1,4,1.5,M,*,2.0,0.0,0.8522452007468863,0.4364894946684037,2.787675606548025,61.45864182975145,9.31465115407488,16.02097379286796,1.3128334732117448,1.6816050525335928,1.0881908542844756,1.9242353396520266,1.9297524380738358,0.11495841424290253,18.77139314992903,5.0895521328016535,373
129,-0.48,0.29,54.4,-0.216,1.00726,3.33,-2.32,11.0,2,3.73,M,Desc,1.0,0.0,0.3926736251081083,0.26109472712210346,4.193841288211737,20.334445877429346,20.57721873421292,5.0363345180445345,1.381544239007139,1.806649559999193,-9.210340371976182,1.7632747999977538,1.3645593560288818,3.4254431537415027,3.8603999890823837,0.6513493686285968,519
130,0.23,0.42,-97.8,0.044,0.96061,3.22,0.48,11.8,2,1.09,R,*,3.0,0.0,0.16265793280807184,0.4626060221056648,8.84441621719989,23.695387234266697,1e-08,9.42146160656003,1.1593192261873935,1.7602648553397768,1.1062087583132072,1.8262666498431863,1.3645593560288818,0.0037346682543469988,1.7492689857397838,6.4215991590100625,780
131,0.41,0.3,3.2,-0.04,0.9927,2.37,1.5,11.7,2,6.79,R,**,3.0,7.6923076923076925,0.15799926423993482,0.4482759880121858,10.295976801854184,20.57512370979586,9.061702988915695,7.85578218963942,1.3236604594554333,1.3490933951028148,1.4168309305443576,1.818512000050223,1.3645593560288818,15.40720265506539,1.721447833866523,5.662036460739621,885
132,-0.29,-1.34,-10.2,0.024,0.99234,3.37,0.58,12.5,1,5.47,B,****,2.0,0.0,0.20051364563828922,0.2507248852077122,5.270277014094325,2.987335039544592,6.81678665270149,9.03578503111471,1.3221299686339556,1.823224168282454,1.1412989373970328,1.8796536250993157,0.9649150833430776,9.183077475582664,1.9926673240362447,0.5538531109652591,726
