,ID,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,Region,PrecioBotella,Etiqueta,Clasificacion,prop_missings,Beneficio,Compra
225,509,0.38,-0.93,8.3,0.271,0.99627,4.85,0.52,19.2,3,1.0,3.89,R,?,7.6923076923076925,399,1
226,511,-0.6,0.29,42.7,0.198,1.0114,3.25,0.45,8.0,2,1.0,3.63,M,*,7.6923076923076925,343,1
227,512,-0.16,-2.27,48.9,-0.304,1.0739,3.04,1.31,101.0,4,1.0,1.1,B,***,0.0,770,1
228,514,0.29,0.4,7.6,-0.571,0.99337,3.04,1.58,6.5,3,1.0,5.01,R,**,7.6923076923076925,472,1
229,515,1.32,1.31,3.3,0.1,0.9982,1.7,0.53,15.9,5,2.0,2.09,R,?,0.0,0,0
230,516,0.66,0.58,2.3,0.078,0.99743,2.73,0.57,23.5,3,1.0,3.18,R,?,0.0,0,0
231,517,-0.32,1.07,54.7,0.181,0.99125,3.46,-1.16,11.1,2,1.0,3.49,M,*,0.0,469,1
232,523,0.7,-0.14,3.3,0.044,1.0418,3.49,1.55,10.8,2,3.0,5.12,B,***,0.0,520,1
233,527,-0.1,0.06,-50.9,0.668,0.995,3.28,1.42,6.9,4,2.0,1.05,b,*,0.0,821,1
234,529,-0.05,1.56,59.3,0.335,0.9934,3.23,0.52,9.2,2,3.0,1.49,R,*,0.0,549,1
235,530,0.2,0.42,22.0,0.041,0.9925,1.83,0.49,11.4,4,3.0,4.27,R,?,0.0,0,0
236,532,2.08,0.98,37.2,0.088,0.9997,2.48,0.6,13.7,9,3.0,4.12,R,?,0.0,0,0
237,534,0.69,0.32,32.0,0.471,0.97688,3.29,-1.01,6.3,6,3.0,2.77,M,*,0.0,215,1
238,535,0.26,0.69,1.7,-0.66,0.9925,4.34,0.54,10.1,2,2.0,3.79,B,**,0.0,602,1
239,541,0.24,-0.37,70.9,0.035,0.96616,3.17,-0.83,8.3,2,3.0,2.51,b,*,0.0,928,1
240,543,0.3,1.36,-47.1,0.332,0.94414,3.36,-0.35,9.0,2,2.0,1.43,MM,?,0.0,181,1
241,544,0.41,0.09,65.7,0.048,0.99454,3.44,1.73,9.8,2,3.0,1.7,R,***,0.0,462,1
242,546,0.28,-0.96,1.9,0.615,0.91473,3.15,1.12,9.4,3,2.0,1.2,R,**,0.0,532,1
243,547,0.6,0.49,21.0,-0.496,0.9994,4.09,0.57,15.6,9,1.0,2.65,M,?,0.0,0,0
244,548,0.33,0.19,50.2,0.027,0.9893,3.67,0.38,9.7,1,2.0,1.52,R,*,0.0,613,1
245,552,0.44,0.26,131.75,-0.245,0.99117,3.17,-0.61,7.3,4,2.0,1.02,R,***,0.0,676,1
246,553,0.26,0.42,-43.8,0.874,0.96671,2.49,0.45,15.7,3,3.0,2.0,R,**,7.6923076923076925,712,1
247,558,0.29,0.52,-12.1,0.164,1.04617,3.16,0.51,15.6,2,3.0,1.3,M,**,0.0,328,1
248,563,2.73,0.2,74.4,0.071,1.03108,1.73,1.26,3.2,3,2.0,3.48,r,**,0.0,781,1
249,567,-0.385,0.0,39.5,-0.571,1.00467,3.48,0.56,9.6,3,3.0,1.1,R,?,0.0,0,0
250,571,0.3,1.74,99999.0,0.054,0.9956,3.12,0.38,101.0,3,1.0,1.36,mm,?,0.0,0,0
251,572,0.3,0.9,4.5,0.652,0.99513,2.77,-0.29,11.3,3,1.0,3.3,B,?,0.0,0,0
252,574,0.28,-0.91,-52.4,0.067,1.0078,3.25,0.55,13.0,5,2.0,2.35,M,?,0.0,0,0
253,575,0.52,-0.63,-22.6,0.128,0.9972,3.27,1.41,4.1,3,3.0,1.0,R,**,0.0,442,1
254,576,0.22,0.48,1.5,0.662,0.9944,2.25,-0.29,2.4,3,2.0,1.17,B,***,0.0,511,1
255,583,1.105,0.0,-85.3,0.39,0.9846,3.34,-0.7,6.0,3,2.0,1.29,R,?,0.0,0,0
256,588,0.49,0.28,42.6,0.11,1.01233,2.93,1.95,9.9,4,3.0,3.93,B,?,0.0,0,0
257,590,0.26,1.37,3.8,0.029,0.99011,4.13,0.34,12.0,2,3.0,4.74,R,*,0.0,591,1
258,591,0.27,1.81,20.5,0.044,0.99077,3.14,2.01,11.7,2,3.0,1.0,R,***,0.0,400,1
259,592,0.885,0.27,2.3,0.084,0.97161,2.75,0.53,9.4,6,2.0,1.66,B,**,0.0,719,1
260,593,0.34,0.22,38.0,0.046,1.0571,2.94,-0.42,10.1,2,1.0,1.09,B,**,0.0,817,1
261,594,0.55,0.44,-5.0,0.043,0.98659,4.38,0.48,-0.2,2,3.0,2.32,R,*,0.0,377,1
262,595,0.2,0.36,20.4,0.066,0.995,4.16,2.2,10.9,3,2.0,1.63,M,**,0.0,536,1
263,601,2.73,0.8,-0.4,0.053,1.0039,3.22,0.39,11.5,1,2.0,3.41,MB,?,0.0,0,0
264,603,-2.05,2.01,4.9,0.028,0.9932,3.04,0.4,11.3,5,3.0,1.07,M,?,0.0,451,1
265,604,-1.09,0.87,-62.8,0.27,1.01897,3.13,0.36,3.7,2,2.0,1.64,R,*,0.0,419,1
266,606,0.3,-0.23,-115.2,0.058,0.93754,3.95,-0.65,21.1,2,3.0,6.66,R,?,0.0,764,1
267,607,0.64,-0.16,-7.4,-0.378,0.97551,3.24,1.89,9.8,3,1.0,1.88,R,*,16.666666666666664,0,0
268,608,1.31,0.41,10.8,0.049,0.9887,1.63,-0.33,11.0,2,3.0,1.1,M,*,7.6923076923076925,789,1
269,611,0.48,0.64,2.2,0.111,0.997,3.26,2.15,11.7,7,1.0,1.04,B,?,0.0,0,0
270,614,0.885,0.0,41.3,0.899,0.99551,3.56,-0.52,10.2,2,1.0,5.21,R,**,0.0,471,1
271,618,1.19,0.32,36.9,0.273,0.99137,2.04,1.89,16.8,1,1.0,1.31,B,****,0.0,876,1
272,620,0.25,0.28,4.9,1.027,0.99024,3.09,1.35,9.8,2,3.0,1.49,R,****,0.0,775,1
273,621,0.295,0.2,2.2,0.432,0.98349,3.21,2.0,14.1,1,3.0,3.52,r,*,0.0,517,1
274,623,0.11,0.28,13.8,0.264,0.9948,3.23,0.37,10.4,3,3.0,4.26,M,*,0.0,377,1
275,624,0.26,1.43,-57.2,-0.532,0.99594,3.2,0.32,9.3,2,1.0,5.86,r,**,0.0,587,1
276,627,0.2,0.28,20.1,-0.331,0.98704,2.48,2.06,10.4,4,3.0,1.24,M,*,0.0,304,1
277,628,0.75,0.17,99999.0,-0.054,1.04373,3.0,-0.46,9.8,2,2.0,3.79,B,**,7.6923076923076925,669,1
278,631,-0.53,-0.42,1.6,0.095,0.99396,3.18,0.7,3.5,3,3.0,2.73,R,*,0.0,743,1
279,635,-1.11,0.29,1.8,-0.118,0.9912,3.06,-1.26,11.4,2,1.0,4.28,B,**,7.6923076923076925,1126,1
280,636,1.815,-0.98,-97.8,0.024,1.04469,2.68,-1.91,11.4,3,1.0,1.51,B,**,0.0,748,1
281,637,0.36,0.26,-22.9,0.578,0.95793,1.31,0.98,9.3,1,2.0,1.16,R,***,0.0,646,1
282,641,-0.045,0.22,2.3,0.075,0.99688,3.68,0.54,11.3,4,3.0,1.06,R,*,0.0,418,1
283,646,1.525,0.19,0.8,0.337,0.9934,3.34,0.21,13.4,3,3.0,1.23,M,?,0.0,342,1
284,648,0.44,1.99,2.7,-0.481,1.01363,3.18,-0.72,16.6,3,1.0,1.28,B,**,7.6923076923076925,690,1
285,650,0.47,0.49,-9.9,0.555,0.9988,4.1,0.99,101.0,4,1.0,3.81,r,*,0.0,516,1
286,651,-0.56,1.36,13.5,0.27,0.95191,3.84,-0.48,9.8,2,3.0,4.2,B,?,0.0,0,0
287,652,0.54,0.1,11.4,-0.531,1.03694,3.34,-0.94,7.7,1,1.0,4.56,MM,?,7.6923076923076925,169,1
288,653,0.23,-0.63,1.8,0.033,0.9906,4.46,0.4,11.8,2,2.0,1.54,B,**,0.0,723,1
289,660,0.19,0.37,-54.6,0.54,1.03125,2.99,1.27,8.5,4,1.0,5.81,b,**,0.0,723,1
290,661,0.26,0.3,2.0,0.355,0.97573,3.1,0.02,12.6,3,3.0,1.53,M,?,7.6923076923076925,368,1
291,662,0.43,0.32,50.2,0.048,0.99176,3.08,-2.32,11.4,2,2.0,2.1,m,?,0.0,0,0
292,664,-0.34,1.81,14.6,0.043,0.9994,3.34,-1.08,101.0,3,2.0,6.05,R,?,0.0,0,0
293,666,0.6,-0.19,99999.0,0.033,0.95734,3.08,3.27,13.3,4,1.0,3.35,R,***,0.0,543,1
294,671,2.44,1.78,35.7,0.048,0.99138,4.26,1.74,17.1,1,2.0,1.66,B,***,7.6923076923076925,996,1
295,675,0.79,1.2,-21.4,-0.125,1.01184,1.16,-0.26,11.3,3,1.0,4.76,M,**,0.0,617,1
296,676,-0.45,0.0,99999.0,0.572,0.995,3.54,2.02,6.4,2,3.0,2.97,R,?,16.666666666666664,0,0
297,677,0.83,-0.43,40.2,-0.392,0.95525,3.26,0.59,10.4,2,2.0,6.76,B,****,0.0,857,1
298,680,0.24,0.34,1.2,0.045,0.99132,3.43,1.75,7.2,3,2.0,2.14,R,**,0.0,390,1
299,681,-1.04,-0.38,1.4,0.036,0.99006,4.45,0.66,9.7,2,2.0,1.0,M,**,0.0,533,1
300,682,0.45,-0.59,-17.8,0.034,1.04953,3.51,0.56,15.2,3,2.0,6.29,B,?,7.6923076923076925,0,0
301,683,0.0,0.35,11.1,0.039,0.9984,3.36,0.5,9.4,2,2.0,1.84,R,*,0.0,730,1
302,684,0.15,0.24,1.8,0.025,0.95406,3.34,0.59,15.3,3,1.0,2.36,MM,**,0.0,352,1
303,685,-1.89,-1.13,2.5,0.047,0.99252,3.07,0.57,15.2,3,2.0,1.48,MB,***,0.0,604,1
304,686,0.39,1.64,20.2,0.047,0.9951,2.94,0.31,11.8,3,3.0,1.24,M,*,0.0,503,1
305,688,0.24,0.46,51.3,1.027,1.07238,1.16,0.42,7.8,3,1.0,1.92,M,?,0.0,394,1
306,689,0.63,0.02,1.9,0.264,0.99712,2.95,0.22,6.5,3,2.0,1.59,R,?,0.0,0,0
307,694,-0.59,0.37,2.6,0.041,1.03352,3.18,0.5,15.3,2,2.0,3.72,M,**,0.0,491,1
308,695,1.03,-0.87,2.8,0.429,1.00699,1.95,0.39,9.2,6,1.0,3.27,M,?,0.0,354,1
309,696,-0.61,0.44,27.2,0.075,1.00005,3.06,-0.18,7.1,11,1.0,1.55,B,?,0.0,0,0
310,701,0.31,-1.49,7.2,0.046,0.9955,4.16,0.53,9.7,3,1.0,1.98,MB,*,0.0,0,0
311,703,1.49,0.25,-49.0,0.046,0.9976,2.38,1.57,9.2,3,1.0,1.0,b,?,16.666666666666664,0,0
312,705,0.29,0.29,5.6,0.332,0.99313,3.81,0.91,15.9,2,2.0,1.0,M,*,0.0,0,0
313,711,-0.13,0.44,-14.7,0.05,1.04814,2.43,2.29,8.6,2,1.0,3.88,M,*,0.0,162,1
314,712,1.595,0.0,2.6,0.081,0.99721,3.58,0.52,17.3,4,1.0,5.71,R,?,0.0,0,0
315,715,0.87,0.06,3.8,0.041,0.99668,3.26,0.56,9.2,4,1.0,5.16,m,?,7.6923076923076925,0,0
316,723,1.66,0.2,-55.2,-0.058,1.01949,3.13,1.48,9.2,4,1.0,1.85,R,?,0.0,0,0
317,725,0.24,-1.33,1.3,0.038,0.99125,3.54,0.43,11.1,2,1.0,5.61,M,?,0.0,402,1
318,727,0.27,1.17,49.4,0.1,0.96326,1.96,1.18,11.2,4,3.0,5.17,M,**,0.0,360,1
319,732,1.55,0.15,99999.0,0.024,1.0246,3.16,1.33,12.4,2,2.0,5.51,M,**,7.6923076923076925,563,1
320,736,-0.03,0.55,27.8,-0.438,1.0,3.17,1.74,9.5,7,3.0,4.02,r,?,7.6923076923076925,0,0
321,737,0.31,1.37,1.4,-0.079,0.92405,3.12,-2.32,12.2,3,1.0,1.96,R,***,7.6923076923076925,558,1
322,738,1.68,-0.31,99999.0,0.03,0.99345,3.16,-0.26,12.2,3,3.0,3.96,B,***,0.0,1180,1
323,740,0.26,0.24,2.4,-0.06,0.99234,3.76,0.73,15.9,1,2.0,1.1,B,***,0.0,425,1
324,743,0.43,-0.31,11.25,0.032,0.9922,3.22,-0.5,9.8,2,3.0,6.01,M,?,0.0,407,1
325,749,0.26,-1.14,9.3,0.411,1.02725,2.44,2.53,7.5,3,2.0,2.57,M,*,0.0,358,1
326,756,0.21,0.74,123.2,0.413,0.99405,3.35,0.78,8.8,3,3.0,3.29,M,*,7.6923076923076925,190,1
327,759,-0.05,-0.29,-32.9,0.067,0.99542,3.11,1.11,9.3,2,1.0,3.25,M,**,0.0,476,1
328,760,-0.21,0.16,54.8,0.049,0.9917,4.4,0.92,101.0,0,3.0,1.07,b,**,0.0,998,1
329,761,-0.03,0.25,63.5,0.584,1.01038,2.11,-1.07,13.2,3,3.0,5.63,R,?,0.0,522,1
330,765,0.27,0.46,8.1,-0.923,0.99548,2.35,0.39,10.0,2,1.0,2.09,M,*,7.6923076923076925,236,1
331,766,0.27,0.3,-5.2,0.047,0.99705,5.26,-0.87,15.7,2,3.0,5.02,R,?,7.6923076923076925,0,0
332,768,0.25,1.04,2.1,0.492,0.997,3.44,0.9,9.4,3,2.0,2.43,M,**,0.0,0,0
333,769,1.67,1.88,-40.2,0.023,0.99067,1.96,-1.15,101.0,3,2.0,3.08,M,*,0.0,511,1
334,771,0.48,0.44,-17.3,0.043,1.03578,2.23,2.05,8.0,4,1.0,3.75,M,*,0.0,404,1
335,772,0.25,0.24,-8.6,-0.22,0.9942,2.99,-0.11,9.5,2,1.0,1.36,B,**,0.0,457,1
336,775,0.19,0.46,48.4,0.041,0.9932,2.3,-2.01,11.2,3,1.0,4.65,R,***,0.0,823,1
337,777,1.39,0.15,1.1,0.495,0.95739,3.3,-0.01,9.3,1,1.0,2.88,R,***,0.0,773,1
338,778,0.23,0.39,1.8,-0.423,0.9912,4.05,0.31,8.5,2,3.0,1.23,B,***,0.0,924,1
339,779,0.11,1.06,-54.0,-0.367,0.9946,5.26,0.42,10.6,4,3.0,1.89,B,**,0.0,884,1
340,782,0.745,0.12,83.2,0.714,0.9995,3.67,0.59,9.5,3,2.0,2.67,MB,*,0.0,0,0
341,785,0.61,-0.09,9.2,-0.303,1.01372,3.06,0.34,12.5,2,3.0,4.55,M,*,0.0,739,1
342,787,0.34,0.38,30.2,0.063,0.99468,3.24,0.08,12.0,4,3.0,1.0,B,?,0.0,0,0
343,790,-0.74,1.87,1.4,0.049,0.9709,3.03,0.45,9.5,2,2.0,1.8,M,?,0.0,367,1
344,791,-0.53,0.34,6.4,0.516,0.99278,2.51,0.4,10.8,3,3.0,1.73,MB,****,0.0,694,1
345,795,-0.25,0.21,-34.25,0.03,0.94792,3.38,0.13,10.9,2,2.0,3.75,r,**,0.0,468,1
346,796,0.87,0.49,1.3,-0.205,1.0095,2.38,0.53,11.7,3,1.0,1.56,B,****,0.0,1154,1
347,800,0.13,0.32,99999.0,0.051,0.97224,5.2,0.35,9.2,3,2.0,2.81,R,*,0.0,567,1
348,802,-0.62,0.47,1.6,0.031,0.94111,3.44,2.06,12.2,1,3.0,6.42,MB,****,0.0,1191,1
349,804,0.18,-0.01,81.7,-0.185,0.96354,3.37,-1.04,6.9,2,2.0,1.48,B,?,0.0,0,0
350,805,0.13,0.39,4.7,-0.078,0.96213,3.36,0.56,7.1,3,1.0,4.18,R,***,0.0,642,1
351,809,0.06,0.4,1.6,0.614,1.03649,1.16,-0.08,15.4,4,3.0,3.62,R,***,7.6923076923076925,638,1
352,810,0.4,-1.07,14.5,0.045,0.9961,4.47,1.39,14.0,3,2.0,1.13,M,*,0.0,561,1
353,815,0.795,0.0,2.6,0.096,0.9671,3.35,1.24,9.4,5,1.0,2.04,M,*,0.0,431,1
354,820,0.23,-0.14,45.75,0.246,0.9925,2.13,0.38,8.3,1,1.0,2.78,B,***,0.0,960,1
355,821,0.43,0.26,1.8,0.518,1.04499,4.06,0.32,10.4,3,2.0,6.13,B,*,0.0,0,0
356,822,0.58,-0.29,69.3,0.032,0.94959,3.96,0.53,13.0,3,1.0,1.22,MM,*,0.0,404,1
357,830,-0.85,0.35,43.6,0.846,1.01233,3.49,0.77,10.3,3,2.0,5.23,b,****,7.6923076923076925,1190,1
358,833,-0.17,-0.3,60.1,0.057,1.03492,3.22,0.5,12.4,4,3.0,1.04,m,**,0.0,215,1
359,834,0.21,0.88,-51.6,0.05,0.997,3.65,0.72,8.6,1,2.0,4.99,M,*,7.6923076923076925,201,1
360,836,1.27,0.26,17.4,0.05,0.97781,3.14,0.5,9.6,2,2.0,1.13,R,***,0.0,380,1
361,839,0.32,-0.38,3.4,0.023,0.96552,3.42,1.49,12.7,2,3.0,2.4,M,*,0.0,414,1
362,840,-2.05,0.29,1.8,0.23,1.00037,2.29,2.88,15.6,3,3.0,2.55,B,**,0.0,708,1
363,842,0.19,0.26,7.4,1.027,1.02112,3.49,-0.5,-2.1,1,1.0,4.74,B,***,0.0,716,1
364,843,0.73,2.04,15.2,0.057,1.02042,3.02,-0.48,14.0,4,1.0,3.24,R,*,0.0,598,1
365,844,0.3,1.78,19.6,-0.245,0.9973,3.24,0.4,5.7,4,2.0,2.96,R,*,0.0,706,1
366,845,1.52,-0.38,31.2,0.181,1.04144,3.26,1.11,11.0,7,3.0,1.02,R,?,0.0,0,0
367,847,0.745,0.56,2.0,0.05,0.9968,3.24,2.42,9.4,4,1.0,1.53,M,?,0.0,0,0
368,848,1.24,1.06,15.1,0.033,1.01979,4.04,0.47,101.0,2,1.0,1.0,R,**,0.0,409,1
369,855,0.28,1.71,3.0,0.028,0.99303,2.05,1.17,-0.3,2,1.0,1.3,M,*,0.0,569,1
370,857,0.4,-0.16,0.9,0.048,0.993,3.22,0.27,8.7,2,2.0,2.7,B,*,0.0,932,1
371,859,0.21,0.69,14.5,-0.211,0.9657,3.55,0.32,9.8,3,1.0,3.85,B,**,7.6923076923076925,860,1
372,860,0.14,-0.15,1.0,0.067,0.99268,3.53,-1.21,10.6,3,1.0,4.32,R,*,0.0,465,1
373,867,0.22,-2.24,8.0,0.637,1.03059,2.41,0.48,9.1,2,2.0,1.0,M,*,0.0,585,1
374,868,0.24,-0.41,8.7,0.06,0.994,2.05,0.31,7.7,1,1.0,3.77,R,**,0.0,415,1
375,870,1.59,0.49,7.3,0.467,0.96302,3.13,0.43,6.0,2,3.0,1.86,R,*,0.0,765,1
376,876,1.21,1.78,-57.5,0.044,0.97641,3.19,1.22,9.5,1,3.0,4.72,R,?,0.0,0,0
377,878,0.74,0.0,32.6,0.124,1.01733,4.51,1.48,13.7,2,3.0,1.04,m,?,0.0,0,0
378,882,0.28,0.78,-15.6,-0.093,0.992,3.05,0.31,11.7,4,3.0,1.08,r,*,0.0,344,1
379,884,0.23,-0.43,73.7,-0.127,0.9963,3.11,0.32,9.8,3,2.0,2.73,R,*,0.0,625,1
380,888,-1.03,0.15,-35.4,-0.381,0.99786,2.0,0.58,5.1,3,2.0,2.81,R,*,0.0,0,0
381,889,2.73,0.43,37.6,-0.155,0.99293,3.47,0.51,10.8,3,2.0,4.64,M,?,0.0,459,1
382,890,0.81,-0.14,-47.0,0.07,0.99562,3.51,-0.06,10.8,3,3.0,1.76,R,?,0.0,0,0
383,897,0.155,0.08,1.6,0.243,0.98975,3.57,1.84,6.8,1,3.0,1.01,R,****,0.0,622,1
384,903,0.2,-0.01,3.5,0.279,1.03306,3.19,3.05,17.6,4,1.0,2.82,M,*,0.0,582,1
385,907,0.29,-1.18,-41.7,-0.397,0.9906,2.48,-2.25,4.9,2,3.0,1.8,R,***,0.0,753,1
386,908,0.7,-0.62,53.9,0.027,1.01469,3.28,0.39,12.7,2,1.0,1.63,R,****,0.0,684,1
387,909,0.25,-1.05,5.7,-0.126,1.00275,3.21,0.88,4.5,2,2.0,3.97,R,**,0.0,640,1
388,911,0.17,-0.36,4.7,0.047,1.03405,3.16,0.48,16.7,2,2.0,3.99,r,***,0.0,454,1
389,914,0.44,0.32,-3.7,-0.193,1.02982,5.26,0.64,10.3,4,3.0,1.97,m,*,0.0,313,1
390,915,0.38,0.4,2.3,1.027,0.99605,2.61,0.55,11.4,3,2.0,1.22,R,?,0.0,0,0
391,916,0.36,-0.59,48.5,-0.092,0.94473,3.84,0.76,18.3,6,1.0,1.98,R,?,0.0,0,0
392,917,1.63,0.28,-2.1,0.032,0.98946,2.64,0.29,13.0,1,3.0,2.27,R,****,0.0,1162,1
393,920,1.31,0.65,-78.5,-0.116,0.94955,3.33,1.73,7.6,3,3.0,2.81,M,?,7.6923076923076925,0,0
394,923,0.45,0.19,37.5,0.028,0.991,3.08,-0.37,12.3,4,3.0,2.7,M,*,0.0,382,1
395,928,0.28,0.46,99999.0,-0.038,0.96998,2.53,2.17,8.5,5,1.0,5.69,R,*,0.0,0,0
396,932,0.24,1.35,20.3,0.041,0.95651,3.84,-2.32,10.9,2,3.0,1.47,B,**,0.0,700,1
397,933,1.36,-0.85,-111.2,0.046,0.97275,3.33,0.29,9.6,5,3.0,3.84,B,***,0.0,491,1
398,935,0.29,0.09,-7.3,0.027,0.94976,1.16,-0.87,8.1,2,1.0,1.66,R,***,0.0,663,1
399,936,1.7,0.32,76.6,0.053,0.94295,2.41,-0.66,8.8,2,3.0,2.23,B,***,0.0,582,1
400,937,1.295,0.28,6.9,0.005,0.99299,4.2,0.7,4.0,1,1.0,2.55,B,*,0.0,0,0
401,943,1.04,1.39,52.1,0.048,1.04032,3.22,0.55,9.9,4,3.0,3.93,R,?,7.6923076923076925,0,0
402,945,-1.04,0.24,71.5,0.039,0.94804,3.05,2.12,101.0,3,1.0,2.57,R,***,0.0,685,1
403,947,0.9,0.14,3.9,0.307,0.99344,3.07,-0.43,15.9,2,3.0,1.89,R,*,0.0,221,1
404,948,0.29,-0.73,-25.8,-0.312,1.02731,2.72,2.06,15.0,2,1.0,5.74,R,***,0.0,498,1
405,950,0.91,0.08,-10.7,0.067,0.99648,3.52,0.53,11.0,3,2.0,1.7,M,*,0.0,116,1
406,954,1.31,0.19,-14.4,0.561,0.99547,3.38,0.64,9.9,3,1.0,1.0,MB,?,0.0,0,0
407,955,0.6,1.81,7.1,0.045,0.97212,2.69,0.43,10.6,4,3.0,1.02,M,*,0.0,318,1
408,958,-0.3,0.27,7.5,0.041,0.99535,3.17,0.79,10.0,3,2.0,1.86,R,**,0.0,500,1
409,959,0.31,0.67,10.9,0.06,1.0299,3.24,0.83,14.6,7,1.0,3.3,B,***,0.0,944,1
410,960,-0.51,0.44,7.1,0.693,1.03585,2.72,0.93,12.7,2,2.0,2.91,R,?,7.6923076923076925,0,0
411,961,0.22,1.07,10.2,0.038,0.99725,1.66,2.01,10.0,2,2.0,1.54,B,****,0.0,884,1
412,973,-0.41,0.25,3.8,0.086,0.992,3.11,0.4,17.6,3,3.0,2.11,M,*,0.0,357,1
413,975,-0.04,-0.29,21.2,-0.296,0.99907,1.93,2.25,13.1,3,2.0,2.4,R,**,0.0,510,1
414,976,-0.89,-2.09,-35.0,0.033,0.94348,2.16,-2.32,13.3,4,2.0,1.85,B,***,0.0,844,1
415,977,-0.7,0.45,-38.6,0.029,1.04011,4.29,-1.17,7.3,2,2.0,2.8,M,**,0.0,592,1
416,985,0.14,0.18,-3.8,-0.2,0.9996,3.42,0.54,8.2,2,1.0,5.83,M,**,0.0,562,1
417,987,-0.22,0.33,2.1,0.045,0.98945,3.37,-1.15,11.0,2,3.0,1.24,R,**,7.6923076923076925,549,1
418,994,0.92,0.02,10.1,0.066,0.99865,3.47,1.29,11.8,3,2.0,5.24,B,?,0.0,957,1
419,999,-0.31,0.33,-51.8,0.037,1.02928,2.94,-0.77,6.1,2,2.0,2.13,M,**,0.0,571,1
420,1000,1.38,0.42,-29.7,-0.179,0.99545,4.31,1.14,11.9,7,2.0,5.02,M,**,7.6923076923076925,416,1
421,1002,0.82,1.27,-25.9,-0.471,0.99604,3.01,-0.04,11.9,4,1.0,2.45,B,**,0.0,648,1
422,1003,-0.48,2.73,14.0,0.597,0.96277,3.65,0.41,4.0,3,2.0,1.66,MB,***,0.0,1026,1
423,1004,-0.49,-0.71,61.0,-0.453,0.9984,2.39,1.83,8.7,2,2.0,3.51,R,****,0.0,634,1
424,1010,0.23,-2.21,9.2,0.044,0.95071,3.09,0.56,9.5,4,2.0,1.65,R,***,0.0,582,1
425,1012,0.6,1.65,7.0,0.53,0.9944,3.33,0.58,10.7,1,1.0,3.28,MM,**,0.0,166,1
426,1013,0.52,1.59,96.8,-0.59,1.001,3.28,-0.74,101.0,8,1.0,1.5,R,**,0.0,519,1
427,1014,0.2,0.6,5.9,0.034,0.99642,3.47,1.71,8.5,2,3.0,2.33,MM,**,0.0,216,1
428,1017,1.09,0.35,28.8,0.038,0.9949,3.49,-0.36,10.3,3,3.0,2.02,M,**,0.0,619,1
429,1018,2.73,1.26,7.9,-0.357,1.00094,1.83,0.56,101.0,4,2.0,2.33,R,**,0.0,695,1
430,1023,0.29,0.13,96.0,0.044,0.992,2.21,1.71,12.6,3,1.0,3.87,R,***,0.0,583,1
431,1024,0.15,-0.33,48.0,0.043,0.99809,3.43,0.5,12.3,1,3.0,1.0,mb,?,0.0,0,0
432,1026,-0.37,0.33,24.3,0.053,0.99402,2.89,-0.2,9.5,4,2.0,1.18,B,**,7.6923076923076925,782,1
433,1035,-0.41,0.25,-9.1,-0.378,0.9916,3.37,0.43,8.4,2,1.0,2.78,R,*,0.0,117,1
434,1040,-0.77,-1.21,1.4,0.06,0.9952,3.37,1.47,13.9,3,1.0,2.16,MB,**,0.0,849,1
435,1044,0.44,1.53,99999.0,0.065,0.99884,2.06,2.18,8.6,2,2.0,1.81,R,***,7.6923076923076925,437,1
436,1045,-0.27,0.53,-33.3,0.053,1.01011,3.07,1.27,5.9,3,3.0,1.93,B,?,7.6923076923076925,0,0
437,1048,0.76,1.45,2.2,0.027,0.99,3.12,1.21,12.4,3,2.0,2.45,R,*,0.0,467,1
438,1049,0.71,0.23,-9.6,0.042,0.9948,2.89,1.68,14.0,5,2.0,3.55,B,**,0.0,812,1
439,1055,0.31,1.79,10.7,0.326,0.97414,3.02,0.43,13.8,3,2.0,1.0,B,*,0.0,0,0
440,1057,1.18,0.31,44.8,0.071,0.9676,3.37,0.8,6.5,2,2.0,1.42,R,****,0.0,730,1
441,1063,0.63,0.82,2.2,0.08,1.0208,3.53,-0.72,9.8,3,1.0,1.0,MB,***,0.0,913,1
442,1067,-0.18,-1.06,-116.3,0.089,1.00029,3.14,-0.67,9.9,3,3.0,4.95,R,***,0.0,389,1
443,1069,0.13,0.45,-47.3,-0.073,0.96219,3.56,0.54,6.7,2,3.0,3.08,B,*,0.0,745,1
444,1076,0.38,0.6,2.4,0.136,1.02719,2.27,0.86,5.3,2,2.0,1.38,B,*,0.0,541,1
445,1077,2.63,-0.7,99999.0,0.04,1.04326,3.66,0.46,10.7,2,1.0,1.29,R,**,0.0,371,1
446,1082,0.21,-0.82,-50.7,0.065,1.00567,3.44,1.68,11.4,2,1.0,2.88,R,***,7.6923076923076925,655,1
447,1083,0.64,0.05,1.9,-0.235,0.97174,3.94,2.03,10.6,2,1.0,5.35,R,?,0.0,0,0
448,1084,0.43,-1.07,1.2,-0.673,0.99245,4.38,0.21,9.7,3,1.0,2.81,M,*,0.0,479,1
449,1086,0.24,0.19,50.6,-0.542,0.97824,4.05,0.59,10.9,2,3.0,3.53,R,?,0.0,0,0
450,1087,0.26,0.49,6.4,0.037,0.966,2.32,0.53,9.7,2,2.0,3.7,b,***,0.0,573,1
451,1088,0.31,1.79,-28.6,0.661,0.9938,4.48,1.25,14.3,3,2.0,3.48,R,*,7.6923076923076925,418,1
