ID,Beneficio,Compra,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
620,775,1,0.25,0.28,4.9,1.224,0.99024,3.09,1.35,9.8,R,2,****,3,1.49
621,517,1,0.295,0.2,2.2,0.432,0.98349,3.21,2,14.1,r,1,*,3,3.52
623,377,1,0.11,0.28,13.8,0.264,0.9948,3.23,0.37,10.4,M,3,*,3,4.26
624,587,1,0.26,1.43,-57.2,-0.532,0.99594,3.2,0.32,9.3,r,2,**,1,5.86
627,304,1,0.2,0.28,20.1,-0.331,0.98704,2.48,2.06,10.4,M,4,*,3,1.24
628,669,1,0.75,0.17,99999,,1.04373,3,-0.46,9.8,B,2,**,2,3.79
631,743,1,-0.53,-0.42,1.6,0.095,0.99396,3.18,0.7,3.5,R,3,*,3,2.73
635,1126,1,-1.11,0.29,1.8,,0.9912,3.06,-1.26,11.4,B,2,**,1,4.28
636,748,1,1.815,-0.98,-97.8,0.024,1.04469,2.68,-1.91,11.4,B,3,**,1,1.51
637,646,1,0.36,0.26,-22.9,0.578,0.95793,1.31,0.98,9.3,R,1,***,2,1.16
641,418,1,-0.045,0.22,2.3,0.075,0.99688,3.68,0.54,11.3,R,4,*,3,1.06
646,342,1,1.525,0.19,0.8,0.337,0.9934,3.34,0.21,13.4,M,3,?,3,1.23
648,690,1,0.44,1.99,2.7,-0.481,1.01363,3.18,,16.6,B,3,**,1,1.28
650,516,1,0.47,0.49,-9.9,0.555,0.9988,4.1,0.99,141,r,4,*,1,3.81
651,0,0,-0.56,1.36,13.5,0.27,0.95191,3.84,-0.48,9.8,B,2,?,3,4.2
652,169,1,0.54,0.1,11.4,-0.531,1.03694,3.34,,7.7,MM,1,?,1,4.56
653,723,1,0.23,-0.63,1.8,0.033,0.9906,4.46,0.4,11.8,B,2,**,2,1.54
660,723,1,0.19,0.37,-54.6,0.54,1.03125,2.99,1.27,8.5,b,4,**,1,5.81
661,368,1,0.26,0.3,2,0.355,0.97573,,0.02,12.6,M,3,?,3,1.53
662,0,0,0.43,0.32,50.2,0.048,0.99176,3.08,-2.96,11.4,m,2,?,2,2.1
664,0,0,-0.34,1.81,14.6,0.043,0.9994,3.34,-1.08,106,R,3,?,2,6.05
666,543,1,0.6,-0.19,99999,0.033,0.95734,3.08,3.27,13.3,R,4,***,1,3.35
671,996,1,2.44,1.78,35.7,0.048,0.99138,4.26,,17.1,B,1,***,2,1.66
675,617,1,0.79,1.2,-21.4,-0.125,1.01184,0.72,-0.26,11.3,M,3,**,1,4.76
676,0,0,-0.45,0,99999,,0.995,3.54,,6.4,R,2,?,3,2.97
677,857,1,0.83,-0.43,40.2,-0.392,0.95525,3.26,0.59,10.4,B,2,****,2,6.76
680,390,1,0.24,0.34,1.2,0.045,0.99132,3.43,1.75,7.2,R,3,**,2,2.14
681,533,1,-1.04,-0.38,1.4,0.036,0.99006,4.45,0.66,9.7,M,2,**,2,1
682,0,0,0.45,-0.59,-17.8,,1.04953,3.51,0.56,15.2,B,3,?,2,6.29
683,730,1,0,0.35,11.1,0.039,0.9984,3.36,0.5,9.4,R,2,*,2,1.84
684,352,1,0.15,0.24,1.8,0.025,0.95406,3.34,0.59,15.3,MM,3,**,1,2.36
685,604,1,-1.89,-1.13,2.5,0.047,0.99252,3.07,0.57,15.2,MB,3,***,2,1.48
686,503,1,0.39,1.64,20.2,0.047,0.9951,2.94,0.31,11.8,M,3,*,3,1.24
688,394,1,0.24,0.46,51.3,1.26,1.07238,0.58,0.42,7.8,M,3,?,1,1.92
689,0,0,0.63,0.02,1.9,0.264,0.99712,2.95,0.22,6.5,R,3,?,2,1.59
694,491,1,-0.59,0.37,2.6,0.041,1.03352,3.18,0.5,15.3,M,2,**,2,3.72
695,354,1,1.03,-0.87,2.8,0.429,1.00699,1.95,0.39,9.2,M,6,?,1,3.27
696,0,0,-0.61,0.44,27.2,0.075,1.00005,3.06,-0.18,7.1,B,11,?,1,1.55
701,0,0,0.31,-1.49,7.2,0.046,0.9955,4.16,0.53,9.7,MB,3,*,1,1.98
703,0,0,1.49,0.25,-49,,0.9976,2.38,,9.2,b,3,?,1,1
705,0,0,0.29,0.29,5.6,0.332,0.99313,3.81,0.91,15.9,M,2,*,2,1
711,162,1,-0.13,0.44,-14.7,0.05,1.04814,2.43,2.29,8.6,M,2,*,1,3.88
712,0,0,1.595,0,2.6,0.081,0.99721,3.58,0.52,17.3,R,4,?,1,5.71
715,0,0,0.87,0.06,3.8,,0.99668,3.26,0.56,9.2,m,4,?,1,5.16
723,0,0,1.66,0.2,-55.2,-0.058,1.01949,3.13,1.48,9.2,R,4,?,1,1.85
725,402,1,0.24,-1.33,1.3,0.038,0.99125,3.54,0.43,11.1,M,2,?,1,5.61
727,360,1,0.27,1.17,49.4,0.1,0.96326,1.96,1.18,11.2,M,4,**,3,5.17
732,563,1,1.55,0.15,99999,0.024,1.0246,3.16,,12.4,M,2,**,2,5.51
736,0,0,-0.03,0.55,27.8,-0.438,1,3.17,,9.5,r,7,?,3,4.02
737,558,1,0.31,1.37,1.4,-0.079,0.92405,3.12,-2.98,12.2,R,3,***,,1.96
738,1180,1,1.68,-0.31,99999,0.03,0.99345,3.16,-0.26,12.2,B,3,***,3,3.96
740,425,1,0.26,0.24,2.4,-0.06,0.99234,3.76,0.73,15.9,B,1,***,2,1.1
743,407,1,0.43,-0.31,11.25,0.032,0.9922,3.22,-0.5,9.8,M,2,?,3,6.01
749,358,1,0.26,-1.14,9.3,0.411,1.02725,2.44,2.53,7.5,M,3,*,2,2.57
756,190,1,0.21,0.74,123.2,0.413,0.99405,3.35,,8.8,M,3,*,3,3.29
759,476,1,-0.05,-0.29,-32.9,0.067,0.99542,3.11,1.11,9.3,M,2,**,1,3.25
760,998,1,-0.21,0.16,54.8,0.049,0.9917,4.4,0.92,137,b,0,**,3,1.07
761,522,1,-0.03,0.25,63.5,0.584,1.01038,2.11,-1.07,13.2,R,3,?,3,5.63
765,236,1,0.27,0.46,8.1,-1.079,0.99548,2.35,,10,M,2,*,1,2.09
766,0,0,0.27,0.3,-5.2,0.047,0.99705,,-0.87,15.7,R,2,?,3,5.02
768,0,0,0.25,1.04,2.1,0.492,0.997,3.44,0.9,9.4,M,3,**,2,2.43
769,511,1,1.67,1.88,-40.2,0.023,0.99067,1.96,-1.15,146,M,3,*,2,3.08
771,404,1,0.48,0.44,-17.3,0.043,1.03578,2.23,2.05,8,M,4,*,1,3.75
772,457,1,0.25,0.24,-8.6,-0.22,0.9942,2.99,-0.11,9.5,B,2,**,1,1.36
775,823,1,0.19,0.46,48.4,0.041,0.9932,2.3,-2.01,11.2,R,3,***,1,4.65
777,773,1,1.39,0.15,1.1,0.495,0.95739,3.3,-0.01,9.3,R,1,***,1,2.88
778,924,1,0.23,0.39,1.8,-0.423,0.9912,4.05,0.31,8.5,B,2,***,3,1.23
779,884,1,0.11,1.06,-54,-0.367,0.9946,5.69,0.42,10.6,B,4,**,3,1.89
782,0,0,0.745,0.12,83.2,0.714,0.9995,3.67,0.59,9.5,MB,3,*,2,2.67
785,739,1,0.61,-0.09,9.2,-0.303,1.01372,3.06,0.34,12.5,M,2,*,3,4.55
787,0,0,0.34,0.38,30.2,0.063,0.99468,3.24,0.08,12,B,4,?,3,1
790,367,1,-0.74,1.87,1.4,0.049,0.9709,3.03,0.45,9.5,M,2,?,2,1.8
791,694,1,-0.53,0.34,6.4,0.516,0.99278,2.51,0.4,10.8,MB,3,****,3,1.73
795,468,1,-0.25,0.21,-34.25,0.03,0.94792,3.38,0.13,10.9,r,2,**,2,3.75
796,1154,1,0.87,0.49,1.3,-0.205,1.0095,2.38,0.53,11.7,B,3,****,1,1.56
800,567,1,0.13,0.32,99999,0.051,0.97224,5.2,0.35,9.2,R,3,*,2,2.81
802,1191,1,-0.62,0.47,1.6,0.031,0.94111,3.44,2.06,12.2,MB,1,****,3,6.42
804,0,0,0.18,-0.01,81.7,-0.185,0.96354,3.37,-1.04,6.9,B,2,?,2,1.48
805,642,1,0.13,0.39,4.7,-0.078,0.96213,3.36,0.56,7.1,R,3,***,1,4.18
809,638,1,0.06,0.4,1.6,0.614,1.03649,0.74,-0.08,15.4,R,4,***,,3.62
810,561,1,0.4,-1.07,14.5,0.045,0.9961,4.47,1.39,14,M,3,*,2,1.13
815,431,1,0.795,0,2.6,0.096,0.9671,3.35,1.24,9.4,M,5,*,1,2.04
820,960,1,0.23,-0.14,45.75,0.246,0.9925,2.13,0.38,8.3,B,1,***,1,2.78
821,0,0,0.43,0.26,1.8,0.518,1.04499,4.06,0.32,10.4,B,3,*,2,6.13
822,404,1,0.58,-0.29,69.3,0.032,0.94959,3.96,0.53,13,MM,3,*,1,1.22
830,1190,1,-0.85,0.35,43.6,,1.01233,3.49,0.77,10.3,b,3,****,2,5.23
833,215,1,-0.17,-0.3,60.1,0.057,1.03492,3.22,0.5,12.4,m,4,**,3,1.04
834,201,1,0.21,0.88,-51.6,0.05,0.997,3.65,,8.6,M,1,*,2,4.99
836,380,1,1.27,0.26,17.4,0.05,0.97781,3.14,0.5,9.6,R,2,***,2,1.13
839,414,1,0.32,-0.38,3.4,0.023,0.96552,3.42,1.49,12.7,M,2,*,3,2.4
840,708,1,-2.19,0.29,1.8,0.23,1.00037,2.29,2.88,15.6,B,3,**,3,2.55
842,716,1,0.19,0.26,7.4,1.153,1.02112,3.49,-0.5,-2.1,B,1,***,1,4.74
843,598,1,0.73,2.04,15.2,0.057,1.02042,3.02,-0.48,14,R,4,*,1,3.24
844,706,1,0.3,1.78,19.6,-0.245,0.9973,3.24,0.4,5.7,R,4,*,2,2.96
845,0,0,1.52,-0.38,31.2,0.181,1.04144,3.26,1.11,11,R,7,?,3,1.02
847,0,0,0.745,0.56,2,0.05,0.9968,3.24,2.42,9.4,M,4,?,1,1.53
848,409,1,1.24,1.06,15.1,0.033,1.01979,4.04,0.47,139,R,2,**,1,1
855,569,1,0.28,1.71,3,0.028,0.99303,2.05,1.17,-0.3,M,2,*,1,1.3
857,932,1,0.4,-0.16,0.9,0.048,0.993,3.22,0.27,8.7,B,2,*,2,2.7
859,860,1,0.21,0.69,14.5,-0.211,0.9657,3.55,,9.8,B,3,**,1,3.85
860,465,1,0.14,-0.15,1,0.067,0.99268,3.53,-1.21,10.6,R,3,*,1,4.32
867,585,1,0.22,-2.24,8,0.637,1.03059,2.41,0.48,9.1,M,2,*,2,1
868,415,1,0.24,-0.41,8.7,0.06,0.994,2.05,0.31,7.7,R,1,**,1,3.77
870,765,1,1.59,0.49,7.3,0.467,0.96302,3.13,0.43,6,R,2,*,3,1.86
876,0,0,1.21,1.78,-57.5,0.044,0.97641,3.19,1.22,9.5,R,1,?,3,4.72
878,0,0,0.74,0,32.6,0.124,1.01733,4.51,1.48,13.7,m,2,?,3,1.04
882,344,1,0.28,0.78,-15.6,-0.093,0.992,3.05,0.31,11.7,r,4,*,3,1.08
884,625,1,0.23,-0.43,73.7,-0.127,0.9963,3.11,0.32,9.8,R,3,*,2,2.73
888,0,0,-1.03,0.15,-35.4,-0.381,0.99786,2,0.58,5.1,R,3,*,2,2.81
889,459,1,3.11,0.43,37.6,-0.155,0.99293,3.47,0.51,10.8,M,3,?,2,4.64
890,0,0,0.81,-0.14,-47,0.07,0.99562,3.51,-0.06,10.8,R,3,?,3,1.76
897,622,1,0.155,0.08,1.6,0.243,0.98975,3.57,1.84,6.8,R,1,****,3,1.01
903,582,1,0.2,-0.01,3.5,0.279,1.03306,3.19,3.05,17.6,M,4,*,1,2.82
907,753,1,0.29,-1.18,-41.7,-0.397,0.9906,2.48,-2.25,4.9,R,2,***,3,1.8
908,684,1,0.7,-0.62,53.9,0.027,1.01469,3.28,0.39,12.7,R,2,****,1,1.63
909,640,1,0.25,-1.05,5.7,-0.126,1.00275,3.21,0.88,4.5,R,2,**,2,3.97
911,454,1,0.17,-0.36,4.7,0.047,1.03405,3.16,0.48,16.7,r,2,***,2,3.99
914,313,1,0.44,0.32,-3.7,-0.193,1.02982,5.35,0.64,10.3,m,4,*,3,1.97
915,0,0,0.38,0.4,2.3,1.275,0.99605,2.61,0.55,11.4,R,3,?,2,1.22
916,0,0,0.36,-0.59,48.5,-0.092,0.94473,3.84,0.76,18.3,R,6,?,1,1.98
917,1162,1,1.63,0.28,-2.1,0.032,0.98946,2.64,0.29,13,R,1,****,3,2.27
920,0,0,1.31,0.65,-78.5,-0.116,0.94955,,1.73,7.6,M,3,?,3,2.81
923,382,1,0.45,0.19,37.5,0.028,0.991,3.08,-0.37,12.3,M,4,*,3,2.7
928,0,0,0.28,0.46,99999,-0.038,0.96998,2.53,2.17,8.5,R,5,*,1,5.69
932,700,1,0.24,1.35,20.3,0.041,0.95651,3.84,-2.73,10.9,B,2,**,3,1.47
933,491,1,1.36,-0.85,-111.2,0.046,0.97275,3.33,0.29,9.6,B,5,***,3,3.84
935,663,1,0.29,0.09,-7.3,0.027,0.94976,1.07,-0.87,8.1,R,2,***,1,1.66
936,582,1,1.7,0.32,76.6,0.053,0.94295,2.41,-0.66,8.8,B,2,***,3,2.23
937,0,0,1.295,0.28,6.9,0.005,0.99299,4.2,0.7,4,B,1,*,1,2.55
943,0,0,1.04,1.39,52.1,,1.04032,3.22,0.55,9.9,R,4,?,3,3.93
945,685,1,-1.04,0.24,71.5,0.039,0.94804,3.05,2.12,149,R,3,***,1,2.57
947,221,1,0.9,0.14,3.9,0.307,0.99344,3.07,-0.43,15.9,R,2,*,3,1.89
948,498,1,0.29,-0.73,-25.8,-0.312,1.02731,2.72,2.06,15,R,2,***,1,5.74
950,116,1,0.91,0.08,-10.7,0.067,0.99648,3.52,0.53,11,M,3,*,2,1.7
954,0,0,1.31,0.19,-14.4,0.561,0.99547,3.38,0.64,9.9,MB,3,?,1,1
955,318,1,0.6,1.81,7.1,0.045,0.97212,2.69,0.43,10.6,M,4,*,3,1.02
958,500,1,-0.3,0.27,7.5,0.041,0.99535,3.17,0.79,10,R,3,**,2,1.86
959,944,1,0.31,0.67,10.9,0.06,1.0299,3.24,0.83,14.6,B,7,***,1,3.3
960,0,0,-0.51,0.44,7.1,0.693,1.03585,2.72,,12.7,R,2,?,2,2.91
961,884,1,0.22,1.07,10.2,0.038,0.99725,1.66,2.01,10,B,2,****,2,1.54
973,357,1,-0.41,0.25,3.8,0.086,0.992,3.11,0.4,17.6,M,3,*,3,2.11
975,510,1,-0.04,-0.29,21.2,-0.296,0.99907,1.93,2.25,13.1,R,3,**,2,2.4
976,844,1,-0.89,-2.09,-35,0.033,0.94348,2.16,-2.4,13.3,B,4,***,2,1.85
977,592,1,-0.7,0.45,-38.6,0.029,1.04011,4.29,-1.17,7.3,M,2,**,2,2.8
985,562,1,0.14,0.18,-3.8,-0.2,0.9996,3.42,0.54,8.2,M,2,**,1,5.83
987,549,1,-0.22,0.33,2.1,,0.98945,3.37,-1.15,11,R,2,**,3,1.24
994,957,1,0.92,0.02,10.1,0.066,0.99865,3.47,1.29,11.8,B,3,?,2,5.24
999,571,1,-0.31,0.33,-51.8,0.037,1.02928,2.94,-0.77,6.1,M,2,**,2,2.13
1000,416,1,1.38,0.42,-29.7,-0.179,0.99545,4.31,,11.9,M,7,**,2,5.02
1002,648,1,0.82,1.27,-25.9,-0.471,0.99604,3.01,-0.04,11.9,B,4,**,1,2.45
1003,1026,1,-0.48,2.73,14,0.597,0.96277,3.65,0.41,4,MB,3,***,2,1.66
1004,634,1,-0.49,-0.71,61,-0.453,0.9984,2.39,1.83,8.7,R,2,****,2,3.51
1010,582,1,0.23,-2.21,9.2,0.044,0.95071,3.09,0.56,9.5,R,4,***,2,1.65
1012,166,1,0.6,1.65,7,0.53,0.9944,3.33,0.58,10.7,MM,1,**,1,3.28
1013,519,1,0.52,1.59,96.8,-0.59,1.001,3.28,-0.74,114,R,8,**,1,1.5
1014,216,1,0.2,0.6,5.9,0.034,0.99642,3.47,1.71,8.5,MM,2,**,3,2.33
1017,619,1,1.09,0.35,28.8,0.038,0.9949,3.49,-0.36,10.3,M,3,**,3,2.02
1018,695,1,3.06,1.26,7.9,-0.357,1.00094,1.83,0.56,106,R,4,**,2,2.33
1023,583,1,0.29,0.13,96,0.044,0.992,2.21,1.71,12.6,R,3,***,1,3.87
1024,0,0,0.15,-0.33,48,0.043,0.99809,3.43,0.5,12.3,mb,1,?,3,1
1026,782,1,-0.37,0.33,24.3,0.053,0.99402,2.89,,9.5,B,4,**,2,1.18
1035,117,1,-0.41,0.25,-9.1,-0.378,0.9916,3.37,0.43,8.4,R,2,*,1,2.78
1040,849,1,-0.77,-1.21,1.4,0.06,0.9952,3.37,1.47,13.9,MB,3,**,1,2.16
1044,437,1,0.44,1.53,99999,0.065,0.99884,2.06,2.18,8.6,R,2,***,,1.81
1045,0,0,-0.27,0.53,-33.3,0.053,1.01011,3.07,,5.9,B,3,?,3,1.93
1048,467,1,0.76,1.45,2.2,0.027,0.99,3.12,1.21,12.4,R,3,*,2,2.45
1049,812,1,0.71,0.23,-9.6,0.042,0.9948,2.89,1.68,14,B,5,**,2,3.55
1055,0,0,0.31,1.79,10.7,0.326,0.97414,3.02,0.43,13.8,B,3,*,2,1
1057,730,1,1.18,0.31,44.8,0.071,0.9676,3.37,0.8,6.5,R,2,****,2,1.42
1063,913,1,0.63,0.82,2.2,0.08,1.0208,3.53,-0.72,9.8,MB,3,***,1,1
1067,389,1,-0.18,-1.06,-116.3,0.089,1.00029,3.14,-0.67,9.9,R,3,***,3,4.95
1069,745,1,0.13,0.45,-47.3,-0.073,0.96219,3.56,0.54,6.7,B,2,*,3,3.08
1076,541,1,0.38,0.6,2.4,0.136,1.02719,2.27,0.86,5.3,B,2,*,2,1.38
1077,371,1,2.63,-0.7,99999,0.04,1.04326,3.66,0.46,10.7,R,2,**,1,1.29
1082,655,1,0.21,-0.82,-50.7,,1.00567,3.44,1.68,11.4,R,2,***,1,2.88
1083,0,0,0.64,0.05,1.9,-0.235,0.97174,3.94,2.03,10.6,R,2,?,1,5.35
1084,479,1,0.43,-1.07,1.2,-0.673,0.99245,4.38,0.21,9.7,M,3,*,1,2.81
1086,0,0,0.24,0.19,50.6,-0.542,0.97824,4.05,0.59,10.9,R,2,?,3,3.53
1087,573,1,0.26,0.49,6.4,0.037,0.966,2.32,0.53,9.7,b,2,***,2,3.7
1088,418,1,0.31,1.79,-28.6,0.661,0.9938,4.48,,14.3,R,3,*,2,3.48
1090,473,1,0.05,0.24,-48.3,-0.065,0.9982,3.44,1.7,9.8,M,2,?,2,3.88
1097,830,1,1.14,-0.33,1.3,-1.044,0.98889,1.27,0.64,17.5,B,1,****,1,1.35
1102,511,1,-1.1,-0.26,3,-1.155,0.9903,3.13,0.39,12.3,M,3,?,1,2.32
1104,249,1,0.21,0.39,-112.1,-0.165,0.99176,3.05,0.52,8.7,M,4,*,3,1.17
1106,348,1,-0.62,-1.36,1.9,0.049,0.9934,2.66,,9.4,r,3,**,1,3.17
1107,398,1,-0.87,0.72,1.6,0.029,1.01612,2.97,0.51,9.2,M,3,?,2,1
1108,494,1,0.22,0.49,-12.6,-0.286,1.02945,3.09,-0.72,12.4,M,3,*,2,2.44
1109,222,1,0.17,-2.52,72.2,0.15,0.99801,2.27,1.42,4.3,M,3,?,3,1.24
1113,1149,1,0.48,0.56,14.8,0.044,0.94098,3.3,1.88,10.9,B,2,**,1,2.13
1117,0,0,-0.215,-0.1,3.7,0.031,0.99128,3.2,0.63,13.1,B,1,?,2,4.87
1119,313,1,3.25,1.76,17.75,0.121,1.01162,2.74,0.48,8.8,M,2,**,2,1
1121,719,1,0.32,0.31,-15,0.031,0.99235,3.38,0.24,126,M,3,?,3,1.6
1126,516,1,0.35,0.34,66.5,-0.029,0.9944,1.86,0.39,12.4,M,3,**,1,1.17
1129,599,1,1.81,-1.11,2.1,0.064,0.94746,3.54,0.93,0.5,M,2,**,2,2.84
1130,466,1,-1.07,0.36,11.6,0.185,0.97708,2.56,0.13,17.4,MM,3,***,2,3.75
1133,783,1,1.46,-1.03,7.3,0.035,0.99172,2.87,0.39,142,R,2,***,1,1.62
1134,0,0,1.47,0.43,12.6,0.033,1.02191,2.01,,11.9,R,2,?,1,2.51
1136,463,1,-0.22,0.37,34.2,0.349,0.9773,4.85,-0.55,10.2,R,2,***,3,5.78
1139,907,1,0.24,0.32,-42.8,-0.522,0.99225,3.39,2.11,15.7,r,1,****,2,1
1143,447,1,0.27,0.08,5.6,0.036,1.04576,3.03,0.06,4.7,R,3,***,3,5.93
1145,369,1,-0.57,0.32,2.2,-0.268,0.98952,4.15,0.44,12.7,MM,2,?,3,1.74
1149,669,1,-0.34,0.36,92,0.035,0.95879,4.13,0.08,10.8,R,2,**,1,4.19
1154,0,0,2.83,0.32,-24,0.028,0.99278,2.99,0.39,10.4,R,3,?,1,1.36
1156,412,1,0.2,0.3,2.5,0.046,0.95935,2.14,,16.6,M,1,**,3,1.9
1159,726,1,-0.555,0.15,49.5,-0.539,0.99494,4.98,0.02,10,b,1,**,1,1
1160,334,1,-0.44,0.31,-16.6,0.045,0.9986,2.19,0.5,8.3,M,3,**,3,4.52
1161,869,1,0.52,1.52,2.2,0.011,1.00939,3.25,1.18,16.2,B,3,**,2,3.3
1164,0,0,0.64,0,2.7,-0.288,0.99538,3.44,0.63,11.3,R,2,?,2,1.5
1165,175,1,1.29,0.78,9.1,-0.535,0.91559,4.52,0.55,7.6,mm,2,?,1,1.46
1168,728,1,0.23,1.89,-2,0.354,0.95196,3.31,0.5,8.4,B,1,***,2,2.86
1170,543,1,-0.52,0.18,-114.5,0.047,0.99164,3.27,0.62,15.9,R,2,***,2,1.23
1171,648,1,0.3,0.25,3.3,0.148,0.95765,2.63,-0.87,16.7,R,2,***,2,1
1172,462,1,1.25,0.26,-35.4,0.031,1.02375,3.07,1.2,11.3,R,3,**,1,1.11
1182,684,1,-0.72,-0.03,1.1,0.048,0.98924,2.76,0.34,11.9,r,0,**,1,5.69
1188,0,0,0.25,0.27,4.7,0.031,0.96742,3.01,1.92,10.7,m,4,?,2,3.23
1190,0,0,1.44,-1.54,-124,0.058,0.99271,4.05,0.39,10.2,B,2,?,1,1
1192,711,1,-1.33,-0.45,10.7,0.062,0.9966,3.21,0.39,11.1,B,3,*,3,1
1194,0,0,0.43,0.02,1.9,0.08,0.91818,3.6,,10.6,R,2,?,2,3.27
1197,655,1,0.25,1.67,4.7,-0.03,1.00246,2.09,0.33,12,r,4,**,1,1.44
1200,0,0,0.41,0.55,-52,-0.425,0.89876,1.91,0.89,9.9,R,6,?,2,1.56
1204,0,0,-0.84,0.12,12.4,0.056,0.99803,2.97,0.52,13.1,B,3,?,1,1.85
1209,283,1,-0.44,-0.53,1.2,0.034,0.95931,2.36,0.54,11.9,B,3,**,3,1.88
1217,593,1,-1.09,0.48,12.8,-0.254,0.99808,,0.64,9.8,R,3,*,3,1.65
1220,0,0,0.2,1.35,33.9,-0.286,1.00081,3.44,0.55,11,R,1,?,1,2.5
1224,0,0,-0.37,0.36,4.6,0.573,1.00636,2.35,0.19,11.9,M,3,**,1,1.47
1225,129,1,0.96,0.16,-38.7,0.464,0.95227,3.22,,2.6,M,2,*,3,1.57
1232,428,1,0.34,0.23,6.3,-0.402,1.00647,5.33,,4.2,M,2,*,3,1.1
1233,334,1,3.31,0.07,10.1,0.053,0.9963,3.43,0.4,9.4,R,3,?,1,1.56
1235,0,0,0.23,0.97,10.6,0.094,0.97417,3.05,2.04,8.8,m,2,**,2,1.13
1236,497,1,0.26,-0.24,-31.3,0.318,1.00656,3.49,0.52,9.4,B,3,?,3,2.84
1237,792,1,-0.3,-0.36,38,0.042,0.99607,2.97,1.44,12.2,R,2,***,3,1.79
1240,613,1,0.54,0.21,6.6,-0.045,0.9986,2.31,0.54,10.4,MB,2,***,1,1.1
1242,689,1,2.48,0.24,14,0.478,0.9982,3.45,2.29,11.1,B,2,**,3,2.86
1253,796,1,-1.01,-0.25,99999,0.441,0.98742,3.31,-0.36,7.8,R,1,****,1,5.07
1254,559,1,0.89,0.23,1.5,-0.123,0.99021,3.15,0.49,12,M,1,*,3,1.33
1255,547,1,0.4,-1.14,-63.5,,0.95355,1.05,0.42,9.3,R,3,**,2,5.12
1260,795,1,-0.58,0.28,49.7,-0.532,0.96223,2.6,0.32,0.5,R,2,***,3,2.21
1262,0,0,0.5,1.83,-53.9,0.666,0.996,3.39,0.48,9.5,M,3,?,1,1.6
1264,522,1,-0.66,-0.44,-16.6,0.035,0.96391,4.27,1.13,104,R,3,***,1,1.92
1265,0,0,0.52,-1.05,1.9,0.754,0.98352,3.03,-0.74,10.3,B,4,?,1,2.83
1267,762,1,0.14,1.81,51.2,0.114,0.9932,,-0.67,20.2,R,3,**,3,1.12
1270,592,1,-0.57,0.68,10.9,0.045,1.00094,3,0.4,2.2,R,3,**,2,1.34
1271,237,1,0.35,0.23,-34,0.051,0.9934,4.27,-0.93,10,M,2,**,1,1.86
1272,0,0,1.225,0.22,25.3,0.252,0.99688,3.24,-1.08,9.5,R,4,?,3,6.16
1273,1030,1,0.22,0.29,7.4,-0.102,0.97225,3.15,,10.9,B,2,***,3,1.09
1276,508,1,-0.51,0.34,1,0.237,0.89251,3.11,-1.73,6,R,3,**,1,2.77
1282,600,1,0.33,-0.58,7.4,0.368,0.99592,2.38,2.92,10.6,B,4,***,2,4.29
1284,417,1,1.09,1.26,34.3,0.1,0.96942,3.95,0.74,11.7,m,3,**,2,3.98
1286,0,0,-0.39,-0.46,-35.9,0.432,1.01486,3.27,1.24,9.4,B,4,?,3,1.84
1287,265,1,-0.71,0.32,-30.75,-1.103,0.998,2.96,1.11,16.1,MM,3,*,3,1
1294,604,1,0.26,0.47,1,-0.283,0.99659,3.1,0.56,9.8,B,2,**,2,3.43
1295,386,1,0.695,0.55,111.8,0.368,1.07214,3.29,0.61,8.7,M,3,**,3,1.09
1297,552,1,-0.7,1.36,-49.9,0.658,0.9954,2.8,0.44,8.1,R,2,**,1,1.4
1300,560,1,0.14,0.57,25.4,-0.374,0.94102,2.07,0.43,12.6,r,0,*,1,1.09
1301,0,0,0.69,1.33,-14.2,-0.212,0.94863,3.94,,10.4,M,8,?,1,1.26
1303,845,1,0.475,0.19,19.4,0.042,0.99704,2.84,0.4,7.3,B,1,****,1,1.66
1306,254,1,0.24,0.29,11.4,-0.203,0.95508,3.31,0.45,8.1,m,2,*,1,1.91
1307,101,1,-1.03,0.2,-41.7,0.06,0.95741,3.13,0.45,13.5,m,2,?,3,1.41
1309,0,0,1.3,0.23,2.1,0.14,0.99538,3.36,0.7,10.9,MM,3,*,1,1.18
1310,435,1,0.62,0.6,33.8,-0.365,0.9986,3.64,-0.56,9.2,R,5,**,2,3.32
1312,0,0,0.69,-0.74,-58.2,0.398,0.99712,3.44,0.67,11.2,R,3,?,1,1.96
1313,577,1,0.27,3.12,10.6,-0.416,0.9962,5.58,2.13,10.5,R,3,****,3,1.35
1314,352,1,-0.98,0.21,10.5,0.031,0.98519,,0.27,144,mm,1,?,3,4.11
1318,400,1,0.22,0.45,14.2,,0.9992,3.88,-2.9,9.2,R,4,**,2,1
1320,700,1,-1.89,-0.25,-1.4,0.034,0.99144,4.23,2.01,10.5,r,2,**,1,3.26
1321,308,1,0.25,0.39,-3.9,0.034,0.99795,3.18,,10.3,M,3,?,2,3.11
1322,462,1,0.25,0.35,9.2,-0.216,0.98407,3.21,,5,R,3,**,3,1.66
1327,0,0,0.32,0.12,4.8,-0.377,0.99424,3.16,1.87,10.9,R,2,?,2,1
1330,588,1,1.65,-0.62,15.7,0.159,1.03784,3.22,0.51,9.7,M,2,**,3,1.13
1331,608,1,0.49,0.58,13.1,0.039,0.9978,3.06,0.49,8.6,B,4,**,1,1
